～か月<div class="hint">period of months</div>,～かげつ,period of months,2か <ruby>月<rt>げつ</rt></ruby> <ruby>前<rt>まえ</rt></ruby>に <ruby>日本<rt>にほん</rt></ruby>に <ruby>来<rt>き</rt></ruby>ました。,I came to Japan 2 months ago.
ペン<div class="hint">pen</div>,ペン,pen,<ruby>黒<rt>くろ</rt></ruby>いペンを <ruby>持<rt>も</rt></ruby>っていますか？,Do you have a black pen?
ボールペン<div class="hint">ball-point pen</div>,ボールペン,ball-point pen,ボールペンで <ruby>書<rt>か</rt></ruby>いてください。,Please write with a ballpoint pen.
ポケット<div class="hint">pocket</div>,ポケット,pocket,このコートにはポケットがない。,The coat doesn't have any pockets.
ポスト<div class="hint">postbox; mail box</div>,ポスト,postbox; mail box,<ruby>今朝<rt>けさ</rt></ruby> <ruby>手紙<rt>てがみ</rt></ruby>をポストに <ruby>入<rt>い</rt></ruby>れました。,I put the letter in the mail box this morning.
ボタン<div class="hint">button</div>,ボタン,button,ボタンを <ruby>押<rt>お</rt></ruby>しましたか。,Did you push the button?
ホテル<div class="hint">hotel</div>,ホテル,hotel,このホテルはあのホテルより <ruby>良<rt>よ</rt></ruby>い。,This hotel is better than that hotel.
まずい<div class="hint">unappetising; unpleasant | unskillful; awkward</div>,まずい,unappetising; unpleasant | unskillful; awkward,そのミルクはまずかった。,The milk tasted bad.
また<div class="hint">again</div>,また,again,また <ruby>会<rt>あ</rt></ruby>いましょうね。,Let's meet again.
まだ<div class="hint">still</div>,まだ,still,トムがまだ <ruby>来<rt>き</rt></ruby>ていません。,Tom hasn't come yet.
まっすぐ<div class="hint">straight ahead | honest; frank</div>,まっすぐ,straight ahead | honest; frank,この <ruby>道<rt>みち</rt></ruby>をまっすぐ <ruby>行<rt>い</rt></ruby>きなさい。,Go straight along this street.
マッチ<div class="hint">to match with; to go well with | match (tool to light a fire)</div>,マッチ,to match with; to go well with | match (tool to light a fire),<ruby>彼<rt>かれ</rt></ruby>はマッチをすった。,He struck a match.
メートル<div class="hint">meter (unit of measure)</div>,メートル,meter (unit of measure),その <ruby>池<rt>いけ</rt></ruby>は ３<rt>さん</rt></ruby>メートルの <ruby>深<rt>ふか</rt></ruby>さです。,That pond is 3 meters deep.
もう<div class="hint">already | soon; shortly</div>,もう,already | soon; shortly,もう <ruby>食<rt>た</rt></ruby>べましたか？,Did you already eat?
もう一度<div class="hint">once more; again</div>,もういちど,once more; again,もう <ruby>一度<rt>いちど</rt></ruby> <ruby>言<rt>い</rt></ruby>ってください。,Please say it again.
もしもし<div class="hint">hello (e.g. on phone)</div>,もしもし,hello (e.g. on phone),,
もちろん<div class="hint">of course</div>,もちろん,of course,もちろん、お <ruby>家<rt>うち</rt></ruby>に <ruby>来<rt>き</rt></ruby>ていいよ。,Of course you can come over (to our place).
もっと<div class="hint">(some) more; longer; further</div>,もっと,(some) more; longer; further,もっと <ruby>安<rt>やす</rt></ruby>いのはありますか。,Is there anything cheaper?
やる<div class="hint">to do</div>,やる,to do,やることはいっぱいあります。,There are many things to do.
ゆっくりと<div class="hint">slowly</div>,ゆっくりと,slowly,ゆっくり <ruby>歩<rt>ある</rt></ruby>いて。,Please walk slowly.
よく<div class="hint">well; skillfully | frequently; often</div>,よく,well; skillfully | frequently; often,ラーメンをよく <ruby>食<rt>た</rt></ruby>べますか？,Do you eat ramen often?
ラジオ<div class="hint">radio</div>,ラジオ,radio,ラジオを <ruby>聞<rt>き</rt></ruby>いています。,I'm listening to the radio.
レコード<div class="hint">record (e.g. LP) | record (e.g. in sports)</div>,レコード,record (e.g. LP) | record (e.g. in sports),<ruby>彼<rt>かれ</rt></ruby>はレコードを <ruby>買<rt>か</rt></ruby>います。,He will buy a record.
レストラン<div class="hint">restaurant</div>,レストラン,restaurant,あの <ruby>建物<rt>たてもの</rt></ruby>の39 <ruby>階<rt>かい</rt></ruby>にレストランがあります。,There is a restaurant on the 39th floor of that building.
ワイシャツ<div class="hint">dress shirt (button down shirt)</div>,ワイシャツ,dress shirt (button down shirt),デートだからワイシャツを <ruby>着<rt>き</rt></ruby>る。,I will wear a dress shirt because it is a date.
一<div class="hint">one</div>,いち,one,,
一つ<div class="hint">one (general counter)</div>,ひとつ,one (general counter),,
一人<div class="hint">one person</div>,ひとり,one person,,
一日<div class="hint">first day of the month</div>,ついたち,first day of the month,1<ruby>月<rt>いちがつ</rt></ruby> <ruby>一日<rt>ついたち</rt></ruby>は <ruby>正月<rt>しょうがつ</rt></ruby>です。,January 1st is New Year's Day.
一昨年<div class="hint">year before last</div>,おととし,year before last,<ruby>一昨年<rt>おととし</rt></ruby> <ruby>日本<rt>にほん</rt></ruby>に <ruby>行<rt>い</rt></ruby>きました。,I went to Japan the year before last.
一昨日<div class="hint">day before yesterday</div>,おととい,day before yesterday,<ruby>一昨日<rt>おととい</rt></ruby> <ruby>成田<rt>なりた</rt></ruby>に <ruby>着<rt>つ</rt></ruby>きました。,I arrived at Narita the day before yesterday.
一月<div class="hint">January</div>,いちがつ,January,<ruby>一月<rt>いちがつ</rt></ruby>は <ruby>雪<rt>ゆき</rt></ruby>が <ruby>降<rt>ふ</rt></ruby>る。,It snows in January.
一番<div class="hint">first | best; most</div>,いちばん,first | best; most,これは <ruby>東京<rt>とうきょう</rt></ruby>で <ruby>一番<rt>いちばん</rt></ruby>おいしい <ruby>寿司<rt>すし</rt></ruby>です。,This is the most delicious sushi in Tokyo.
一緒<div class="hint">together | at the same time</div>,いっしょ,together | at the same time,<ruby>宿題<rt>しゅくだい</rt></ruby>を <ruby>一緒<rt>いっしょ</rt></ruby>にしよう。,Let's do the homework together.
七<div class="hint">seven</div>,しち,seven,,
七つ<div class="hint">seven (general counter)</div>,ななつ,seven (general counter),,
七日<div class="hint">the seventh day of the month</div>,なのか,the seventh day of the month,,
万<div class="hint">10;000; ten thousand</div>,まん,10;000; ten thousand,あのアパートは10 <ruby>万<rt>まん</rt></ruby> <ruby>円<rt>えん</rt></ruby>ぐらいです。,That apartment is about 100;000 yen.
丈夫<div class="hint">healthy; robust; solid; durable</div>,じょうぶ,healthy; robust; solid; durable,この <ruby>縄<rt>なわ</rt></ruby>は <ruby>丈夫<rt>じょうぶ</rt></ruby>だ。,This rope is sturdy.
三<div class="hint">three</div>,さん,three,,
三つ<div class="hint">three (general counter)</div>,みっつ,three (general counter),,
三日<div class="hint">the third day of the month</div>,みっか,the third day of the month,,
上<div class="hint">above; up; over | elder (e.g. daughter)</div>,うえ,above; up; over | elder (e.g. daughter),<ruby>机<rt>つくえ</rt></ruby>の <ruby>上<rt>うえ</rt></ruby>にあります。,It is on the desk.
上げる<div class="hint">to raise; to elevate | to increase (price; quality; status; etc.)</div>,あげる,to raise; to elevate | to increase (price; quality; status; etc.),<ruby>答<rt>こた</rt></ruby>えが <ruby>分<rt>わ</rt></ruby>かる <ruby>人<rt>ひと</rt></ruby>、 <ruby>手<rt>て</rt></ruby>を <ruby>上<rt>あ</rt></ruby>げてください。,People who know the answer; raise your hand.
上手<div class="hint">skillful; proficient; good (at)</div>,じょうず,skillful; proficient; good (at),<ruby>料理<rt>りょうり</rt></ruby>が <ruby>上手<rt>じょうず</rt></ruby>ですね。,You are a good cook.
上着<div class="hint">coat; tunic; jacket; outer garment</div>,うわぎ,coat; tunic; jacket; outer garment,<ruby>彼女<rt>かのじょ</rt></ruby>は <ruby>上着<rt>うわぎ</rt></ruby>を <ruby>脱<rt>ぬ</rt></ruby>いだ。,She took off her coat.
下<div class="hint">beneath; underneath | younger (e.g. daughter)</div>,した,beneath; underneath | younger (e.g. daughter),<ruby>椅子<rt>いす</rt></ruby>の <ruby>下<rt>した</rt></ruby>にあります。,It is under the chair.
下手<div class="hint">unskillful; poor; awkward</div>,へた,unskillful; poor; awkward,<ruby>僕<rt>ぼく</rt></ruby>は <ruby>水泳<rt>すいえい</rt></ruby>が <ruby>下手<rt>へた</rt></ruby>です。,I'm not good at swimming.
両親<div class="hint">both parents</div>,りょうしん,both parents,<ruby>彼女<rt>かのじょ</rt></ruby>の <ruby>両親<rt>りょうしん</rt></ruby>が <ruby>若<rt>わか</rt></ruby>いです。,Her parents are young.
並ぶ<div class="hint">to line up; to stand in a line</div>,ならぶ,to line up; to stand in a line,<ruby>並<rt>なら</rt></ruby>んでお <ruby>待<rt>ま</rt></ruby>ちください。,Please wait in line.
並べる<div class="hint">to line up; to arrange in a line</div>,ならべる,to line up; to arrange in a line,<ruby>彼女<rt>かのじょ</rt></ruby>はＣＤを <ruby>棚<rt>たな</rt></ruby>に １<ruby>列<rt>いちれつ</rt></ruby>に <ruby>並<rt>なら</rt></ruby>べた。,She put her CDs in a row on the shelf.
中<div class="hint">inside; in | center (centre); middle | during; while</div>,なか,inside; in | center (centre); middle | during; while,<ruby>教室<rt>きょうしつ</rt></ruby>の <ruby>中<rt>なか</rt></ruby>に <ruby>机<rt>つくえ</rt></ruby>と <ruby>椅子<rt>いす</rt></ruby>があります。,There are desks and chairs in the classroom.
丸い<div class="hint">round</div>,まるい,round,ボールは <ruby>丸<rt>まる</rt></ruby>い。,Balls are round.
乗る<div class="hint">to get on (train; plane; bus; ship; etc.); to ride; to board</div>,のる,to get on (train; plane; bus; ship; etc.); to ride; to board,<ruby>地下鉄<rt>ちかてつ</rt></ruby>に <ruby>乗<rt>の</rt></ruby>ろう。,Let's take the subway.
九<div class="hint">nine</div>,く、きゅう,nine,,
九つ<div class="hint">nine (general counter)</div>,ここのつ,nine (general counter),,
九日<div class="hint">the ninth day of the month</div>,ここのか,the ninth day of the month,,
二<div class="hint">two</div>,に,two,,
二つ<div class="hint">two (general counter)</div>,ふたつ,two (general counter),,
二人<div class="hint">two people; pair; couple</div>,ふたり,two people; pair; couple,,
二十日<div class="hint">twentieth day of the month</div>,はつか,twentieth day of the month,,
二十歳<div class="hint">20 years old</div>,はたち,20 years old,,
二日<div class="hint">second day of the month</div>,ふつか,second day of the month,,
五<div class="hint">five</div>,ご,five,,
五つ<div class="hint">five (general counter)</div>,いつつ,five (general counter),,
五日<div class="hint">the fifth day of the month</div>,いつか,the fifth day of the month,,
交差点<div class="hint">crossing; intersection</div>,こうさてん,crossing; intersection,<ruby>交差点<rt>こうさてん</rt></ruby>で <ruby>事故<rt>じこ</rt></ruby>があった。,There was an accident at the intersection.
交番<div class="hint">police box; small neighborhood police station</div>,こうばん,police box; small neighborhood police station,<ruby>交番<rt>こうばん</rt></ruby>の <ruby>周<rt>まわ</rt></ruby>りに <ruby>人<rt>ひと</rt></ruby>がたくさんいた。,I saw many people around the police box.
人<div class="hint">human being; person</div>,ひと,human being; person,あの <ruby>人<rt>ひと</rt></ruby>は <ruby>誰<rt>だれ</rt></ruby>ですか？,Who is that person?
今<div class="hint">now; immediately</div>,いま,now; immediately,<ruby>今<rt>いま</rt></ruby> <ruby>忙<rt>いそが</rt></ruby>しんですが、 <ruby>昼御飯<rt>ひるごはん</rt></ruby>を <ruby>一緒<rt>いっしょ</rt></ruby>に <ruby>食<rt>た</rt></ruby>べましょう。,I am busy now; but let's eat lunch together.
今年<div class="hint">this year</div>,ことし,this year,<ruby>私<rt>わたし</rt></ruby>は <ruby>今年<rt>ことし</rt></ruby> <ruby>二十歳<rt>はたち</rt></ruby>です。,I will be twenty this year.
今日<div class="hint">today</div>,きょう,today,<ruby>今日<rt>きょう</rt></ruby>の <ruby>朝御飯<rt>あさごはん</rt></ruby>は <ruby>味噌汁<rt>みそしる</rt></ruby>と <ruby>魚<rt>さかな</rt></ruby>です。,Today's breakfast is miso soup and fish.
今晩<div class="hint">tonight</div>,こんばん,tonight,<ruby>今晩<rt>こんばん</rt></ruby> <ruby>暇<rt>ひま</rt></ruby>かな？,Are you free tonight?
今月<div class="hint">this month</div>,こんげつ,this month,<ruby>今月<rt>こんげつ</rt></ruby>は <ruby>給料<rt>きゅうりょう</rt></ruby>が <ruby>多<rt>おお</rt></ruby>かった。,My salary was high this month.
今朝<div class="hint">this morning</div>,けさ,this morning,<ruby>今朝<rt>けさ</rt></ruby> <ruby>地震<rt>じしん</rt></ruby>があった。,There was an earthquake this morning.
今週<div class="hint">this week</div>,こんしゅう,this week,<ruby>私<rt>わたし</rt></ruby>は <ruby>今週<rt>こんしゅう</rt></ruby>はお <ruby>休<rt>やす</rt></ruby>みです。,I am on holiday this week.
仕事<div class="hint">work; job; business</div>,しごと,work; job; business,<ruby>明日<rt>あした</rt></ruby>お <ruby>仕事<rt>しごと</rt></ruby>ですか？,Is tomorrow work?
他<div class="hint">other (place; thing; person)</div>,ほか,other (place; thing; person),<ruby>他<rt>ほか</rt></ruby>のまくらはないですか？,Is there any other pillow?
休み<div class="hint">rest | vacation; holiday</div>,やすみ,rest | vacation; holiday,<ruby>土曜日<rt>どようび</rt></ruby>と <ruby>日曜日<rt>にちようび</rt></ruby>は <ruby>休<rt>やす</rt></ruby>みです。,Saturday and Sunday are holidays.
休む<div class="hint">to take a day off | to rest; to have a break</div>,やすむ,to take a day off | to rest; to have a break,<ruby>金曜日<rt>きんようび</rt></ruby>に <ruby>休<rt>やす</rt></ruby>みます。,I will be off on Friday.
会う<div class="hint">to meet</div>,あう,to meet,また <ruby>会<rt>あ</rt></ruby>おうね！,Let's meet again!
会社<div class="hint">company</div>,かいしゃ,company,<ruby>会社<rt>かいしゃ</rt></ruby>で <ruby>働<rt>はたら</rt></ruby>く,To work at a company
低い<div class="hint">low (rank; volumn; etc.) | short (height); low (position)</div>,ひくい,low (rank; volumn; etc.) | short (height); low (position),トムの <ruby>声<rt>こえ</rt></ruby>が <ruby>低<rt>ひく</rt></ruby>い。,Tom's voice is low-pitched.
住む<div class="hint">to live; to reside; to inhabit</div>,すむ,to live; to reside; to inhabit,どこに <ruby>住<rt>す</rt></ruby>んでいますか？,Where do you live?
体<div class="hint">body</div>,からだ,body,タバコは <ruby>体<rt>からだ</rt></ruby>に <ruby>悪<rt>わる</rt></ruby>い。,Smoking is not good for you.
何<div class="hint">what</div>,なに、なん,what,この <ruby>鞄<rt>かばん</rt></ruby>に <ruby>何<rt>なに</rt></ruby>が <ruby>入<rt>はい</rt></ruby>っていますか？,What is in this bag?
作る<div class="hint">to make; to produce; to manufacture</div>,つくる,to make; to produce; to manufacture,<ruby>晩御飯<rt>ばんごはん</rt></ruby>を <ruby>作<rt>つく</rt></ruby>りましょうか。,Shall I cook dinner?
作文<div class="hint">writing; composition</div>,さくぶん,writing; composition,この <ruby>作文<rt>さくぶん</rt></ruby>には <ruby>誤<rt>あやま</rt></ruby>りが <ruby>少<rt>すこ</rt></ruby>しある。,There are a few mistakes in this composition.
使う<div class="hint">to use</div>,つかう,to use,この <ruby>傘<rt>かさ</rt></ruby>を <ruby>使<rt>つか</rt></ruby>ってもいいですか？,May I use this umbrella?
便利<div class="hint">convenient; handy; useful</div>,べんり,convenient; handy; useful,<ruby>私<rt>わたし</rt></ruby>の <ruby>家<rt>いえ</rt></ruby>は <ruby>駅<rt>えき</rt></ruby>に <ruby>近<rt>ちか</rt></ruby>いから <ruby>便利<rt>べんり</rt></ruby>です。,My house is convenient because it is close to the station.
借りる<div class="hint">to borrow; to have a loan | to rent</div>,かりる,to borrow; to have a loan | to rent,<ruby>東京<rt>とうきょう</rt></ruby>でアパートを <ruby>借<rt>か</rt></ruby>りています。,I am renting an apartment in Tokyo.
側<div class="hint">beside; proximity; besides</div>,そば,beside; proximity; besides,<ruby>彼女<rt>かのじょ</rt></ruby>の <ruby>側<rt>そば</rt></ruby>に <ruby>座<rt>すわ</rt></ruby>った。,I sat beside her.
傘<div class="hint">umbrella</div>,かさ,umbrella,<ruby>雨<rt>あめ</rt></ruby>の <ruby>日<rt>ひ</rt></ruby>に <ruby>傘<rt>かさ</rt></ruby>を <ruby>持<rt>も</rt></ruby>った <ruby>方<rt>ほう</rt></ruby>がいい。,It is better to take an umbrella on rainy days.
働く<div class="hint">to work; to labor</div>,はたらく,to work; to labor,<ruby>毎週<rt>まいしゅう</rt></ruby>の <ruby>日曜日<rt>にちようび</rt></ruby>に <ruby>働<rt>はたら</rt></ruby>いています。,I am working every Sunday.
元気<div class="hint">healthy; well; lively</div>,げんき,healthy; well; lively,<ruby>元気<rt>げんき</rt></ruby>がないですね。,You don't look so well.
兄<div class="hint">(hum) older brother</div>,あに,(hum) older brother,<ruby>兄<rt>あに</rt></ruby>が2 <ruby>歳<rt>さい</rt></ruby> <ruby>上<rt>じょう</rt></ruby>です。,My elder brother is 2 years older than me.
兄弟<div class="hint">siblings; brothers and sisters</div>,きょうだい,siblings; brothers and sisters,<ruby>兄弟<rt>きょうだい</rt></ruby>はいません。,I don't have any siblings.
先<div class="hint">previous; former | ahead of</div>,さき,previous; former | ahead of,<ruby>先<rt>さき</rt></ruby>に <ruby>行<rt>い</rt></ruby>ってください。,Please go ahead (without me).
先月<div class="hint">last month</div>,せんげつ,last month,<ruby>先月<rt>せんげつ</rt></ruby> <ruby>引<rt>ひ</rt></ruby>っ <ruby>越<rt>こ</rt></ruby>しました。,I moved (residence) last month.
先生<div class="hint">teacher; doctor</div>,せんせい,teacher; doctor,スミス <ruby>先生<rt>せんせい</rt></ruby>は <ruby>英語<rt>えいご</rt></ruby>の <ruby>先生<rt>せんせい</rt></ruby>ですか？,Is Miss Smith an English teacher?
先週<div class="hint">last week</div>,せんしゅう,last week,<ruby>先週<rt>せんしゅう</rt></ruby> <ruby>買<rt>か</rt></ruby>いました。,I bought it last week.
入る<div class="hint">to enter; to go into | to join; to enroll</div>,はいる,to enter; to go into | to join; to enroll,<ruby>部屋<rt>へや</rt></ruby>に <ruby>入<rt>はい</rt></ruby>る,To enter the room
入れる<div class="hint">to put in; to insert</div>,いれる,to put in; to insert,りんごを <ruby>鞄<rt>かばん</rt></ruby>に <ruby>入<rt>い</rt></ruby>れた。,I put the apple in the bag.
入口<div class="hint">entrance; entry</div>,いりぐち,entrance; entry,<ruby>入口<rt>いりぐち</rt></ruby>の <ruby>側<rt>そば</rt></ruby>で <ruby>立<rt>た</rt></ruby>った。,He stood by the entrance.
全部<div class="hint">all; entire; whole</div>,ぜんぶ,all; entire; whole,これが <ruby>全部<rt>ぜんぶ</rt></ruby>ですか？,Is this everything?
八<div class="hint">eight</div>,はち,eight,,
八つ<div class="hint">eight (general counter)</div>,やっつ,eight (general counter),,
八日<div class="hint">the eighth day of the month</div>,ようか,the eighth day of the month,,
八百屋<div class="hint">greengrocer</div>,やおや,greengrocer,<ruby>八百屋<rt>やおや</rt></ruby>がデパートより <ruby>安<rt>やす</rt></ruby>いです。,The greengrocer is cheaper than the department store.
公園<div class="hint">park</div>,こうえん,park,<ruby>公園<rt>こうえん</rt></ruby>を <ruby>散歩<rt>さんぽ</rt></ruby>しています。,I'm taking a walk in a park.
六<div class="hint">six</div>,ろく,six,,
六つ<div class="hint">six (general counter)</div>,むっつ,six (general counter),,
六日<div class="hint">sixth day of the month</div>,むいか,sixth day of the month,,
再来年<div class="hint">year after next</div>,さらいねん,year after next,<ruby>再来年<rt>さらいねん</rt></ruby>は <ruby>東京<rt>とうきょう</rt></ruby>オリンピックです。,The Tokyo Olympics is the year after next.
写真<div class="hint">photograph; photo; picture</div>,しゃしん,photograph; photo; picture,<ruby>写真<rt>しゃしん</rt></ruby>を <ruby>撮<rt>と</rt></ruby>ってインスタグラムにアップしようよ。,Let's take a picture and upload it to instagram.
冬<div class="hint">winter</div>,ふゆ,winter,2 <ruby>月<rt>がつ</rt></ruby>は <ruby>冬<rt>ふゆ</rt></ruby>の <ruby>一番<rt>いちばん</rt></ruby> <ruby>寒<rt>さむ</rt></ruby>い <ruby>月<rt>つき</rt></ruby>です。,February is the coldest month in winter.
冷たい<div class="hint">cold (to the touch)</div>,つめたい,cold (to the touch),<ruby>冷<rt>つめ</rt></ruby>たいものは <ruby>飲<rt>の</rt></ruby>みたくない。,I don't want to drink anything cold.
冷蔵庫<div class="hint">refrigerator</div>,れいぞうこ,refrigerator,<ruby>冷蔵庫<rt>れいぞうこ</rt></ruby>に <ruby>入<rt>はい</rt></ruby>っているりんごを <ruby>食<rt>た</rt></ruby>べてもいいですか？,May I eat the apple that is in the refrigerator?
出かける<div class="hint">to go out (ex. on an outing); to set out</div>,でかける,to go out (ex. on an outing); to set out,<ruby>午後<rt>ごご</rt></ruby>2 <ruby>時<rt>じ</rt></ruby>に <ruby>出<rt>で</rt></ruby>かけましょうか？,Shall we go out at 2 pm?
出す<div class="hint">to take out; to get out | to submit (e.g. thesis) | to send (e.g. letter)</div>,だす,to take out; to get out | to submit (e.g. thesis) | to send (e.g. letter),<ruby>宿題<rt>しゅくだい</rt></ruby>を <ruby>出<rt>だ</rt></ruby>した。,I submitted my homework.
出る<div class="hint">to leave; to exit; to go out;</div>,でる,to leave; to exit; to go out;,<ruby>部屋<rt>へや</rt></ruby>を <ruby>午前<rt>ごぜん</rt></ruby>8 <ruby>時<rt>じ</rt></ruby>に <ruby>出<rt>で</rt></ruby>た。,I left my room at 8 am.
出口<div class="hint">exit</div>,でぐち,exit,<ruby>出口<rt>でぐち</rt></ruby>はどちらですか。,Where is the exit?
出来る<div class="hint">to be able to do</div>,できる,to be able to do,こんなにうるさい <ruby>部屋<rt>へや</rt></ruby>で <ruby>勉強<rt>べんきょう</rt></ruby>が <ruby>出来<rt>でき</rt></ruby>ないです。,I can't study in a room as noisy as this.
分かる<div class="hint">to understand; to comprehend</div>,わかる,to understand; to comprehend,<ruby>分<rt>わ</rt></ruby>かっている <ruby>言葉<rt>ことば</rt></ruby>を <ruby>勉強<rt>べんきょう</rt></ruby>しなくていいでしょう。,You probably don't need to study words you already know.
切る<div class="hint">to cut | to turn off (e.g. the light)</div>,きる,to cut | to turn off (e.g. the light),<ruby>料理<rt>りょうり</rt></ruby>しているときナイフで <ruby>指<rt>ゆび</rt></ruby>を <ruby>切<rt>き</rt></ruby>った。,I cut my finger with a knife while cooking.
切手<div class="hint">stamp (postage)</div>,きって,stamp (postage),<ruby>封筒<rt>ふうとう</rt></ruby>に <ruby>切手<rt>きって</rt></ruby>を <ruby>貼<rt>は</rt></ruby>ってください。,Please put a  stamp on the envelope.
切符<div class="hint">ticket</div>,きっぷ,ticket,コンサートに <ruby>行<rt>い</rt></ruby>きたいので、 <ruby>切符<rt>きっぷ</rt></ruby>を <ruby>買<rt>か</rt></ruby>うつもりです。,I want to go to the concert so I intend to buy a ticket.
初めて<div class="hint">for the first time</div>,はじめて,for the first time,<ruby>日本<rt>にほん</rt></ruby>は <ruby>初<rt>はじ</rt></ruby>めてですか？,Is this your first time in Japan?
初めに<div class="hint">first; at the beginning</div>,はじめに,first; at the beginning,<ruby>初<rt>はじ</rt></ruby>めにひらがなを <ruby>覚<rt>おぼ</rt></ruby>えたり、 <ruby>簡単<rt>かんたん</rt></ruby>な <ruby>文章<rt>ぶんしょう</rt></ruby>を <ruby>作<rt>つく</rt></ruby>ったりします。,At first you will learn hiragana and create simple sentences.
前<div class="hint">before; previously | in front (of)</div>,まえ,before; previously | in front (of),<ruby>店<rt>みせ</rt></ruby>の <ruby>前<rt>まえ</rt></ruby>の <ruby>看板<rt>かんばん</rt></ruby>に <ruby>何時<rt>なんじ</rt></ruby>から<ruby<ruby>何時<rt>なんじ</rt></ruby>まで <ruby>開<rt>あ</rt></ruby>いていると <ruby>書<rt>か</rt></ruby>いてある？,Does the sign in front of the store say from what time to what time they are open?
勉強<div class="hint">study</div>,べんきょう,study,カタカナを <ruby>勉強<rt>べんきょう</rt></ruby>する <ruby>前<rt>まえ</rt></ruby>にひらがなを <ruby>習<rt>なら</rt></ruby>う。,Study hiragana before learning katakana
動物<div class="hint">animal</div>,どうぶつ,animal,ここから <ruby>一番<rt>いちばん</rt></ruby> <ruby>近<rt>ちか</rt></ruby>い <ruby>動物園<rt>どうぶつえん</rt></ruby>にはたくさんの <ruby>動物<rt>どうぶつ</rt></ruby>がいますか？,Are there many animals in the zoo closest to here?
勤める<div class="hint">to work (for); to be employed (at)</div>,つとめる,to work (for); to be employed (at),<ruby>父<rt>ちち</rt></ruby>は <ruby>銀行<rt>ぎんこう</rt></ruby>に <ruby>勤<rt>つと</rt></ruby>めています。,My father works for a bank.
北<div class="hint">north</div>,きた,north,<ruby>北海道<rt>ほっかいどう</rt></ruby>は <ruby>本州<rt>ほんしゅう</rt></ruby>の <ruby>北<rt>きた</rt></ruby>にある。,Hokkaido is to the north of Honshu.
医者<div class="hint">doctor</div>,いしゃ,doctor,<ruby>僕<rt>ぼく</rt></ruby>は <ruby>医者<rt>いしゃ</rt></ruby>になりたいので、 <ruby>大学<rt>だいがく</rt></ruby>に <ruby>行<rt>い</rt></ruby>くつもりです。,I intend to go to the university because I want to become a doctor.
十<div class="hint">ten</div>,じゅう,ten,,
十日<div class="hint">the tenth day of the month</div>,とおか,the tenth day of the month,,
千<div class="hint">1000</div>,せん,1000,,
午前<div class="hint">morning; a.m.</div>,ごぜん,morning; a.m.,<ruby>毎日<rt>まいにち</rt></ruby>の <ruby>午前<rt>ごぜん</rt></ruby>9 <ruby>時<rt>じ</rt></ruby>に <ruby>仕事<rt>しごと</rt></ruby>のミーティングがあります。,I have a work meeting everyday at 9 am.
午後<div class="hint">afternoon; p.m.</div>,ごご,afternoon; p.m.,<ruby>午後<rt>ごご</rt></ruby>、 <ruby>雨<rt>あめ</rt></ruby>が <ruby>降<rt>ふ</rt></ruby>るから <ruby>傘<rt>かさ</rt></ruby>を <ruby>持<rt>も</rt></ruby>って <ruby>出<rt>で</rt></ruby>かけた <ruby>方<rt>ほう</rt></ruby>がいいよ。,It will rain in the afternoon so you should take an umbrella with you.
半<div class="hint">half; semi-</div>,はん,half; semi-,<ruby>牛肉<rt>ぎゅうにく</rt></ruby>を <ruby>半<rt>はん</rt></ruby>キロください。,Please give me half a kilo of beef.
半分<div class="hint">half</div>,はんぶん,half,<ruby>今日<rt>きょう</rt></ruby>の <ruby>授業<rt>じゅぎょう</rt></ruby>が <ruby>半分<rt>はんぶん</rt></ruby> <ruby>終<rt>お</rt></ruby>わりました。,Today's class is half over.
南<div class="hint">south</div>,みなみ,south,<ruby>南<rt>みなみ</rt></ruby>ターミナルはどこですか？,Where is the south terminal?
危ない<div class="hint">dangerous; risky; hazardous</div>,あぶない,dangerous; risky; hazardous,あそこで <ruby>遊<rt>あそ</rt></ruby>ぶのが <ruby>危<rt>あぶ</rt></ruby>ないから <ruby>気<rt>き</rt></ruby>を <ruby>付<rt>つ</rt></ruby>けて。,Playing over there is dangerous; so be careful.
卵<div class="hint">eggs; egg</div>,たまご,eggs; egg,<ruby>今日<rt>きょう</rt></ruby>のケーキを <ruby>作<rt>つく</rt></ruby>るので、 <ruby>店<rt>みせ</rt></ruby>で <ruby>卵<rt>たまご</rt></ruby>を <ruby>買<rt>か</rt></ruby>ってから <ruby>帰<rt>かえ</rt></ruby>ってね。,I'm going to make cake today; so buy eggs and then come home.
厚い<div class="hint">thick; deep</div>,あつい,thick; deep,この <ruby>豚肉<rt>ぶたにく</rt></ruby>は4cmの <ruby>厚<rt>あつ</rt></ruby>さです。,This pork is 4 cm thick.
去年<div class="hint">last year</div>,きょねん,last year,<ruby>彼女<rt>かのじょ</rt></ruby>は <ruby>去年<rt>きょねん</rt></ruby> <ruby>結婚<rt>けっこん</rt></ruby>した。,She got married last year.
友達<div class="hint">friend; companion</div>,ともだち,friend; companion,<ruby>今晩<rt>こんばん</rt></ruby>、 <ruby>友達<rt>ともだち</rt></ruby>と <ruby>一緒<rt>いっしょ</rt></ruby>にパーティに <ruby>行<rt>い</rt></ruby>く。,I will go to a party tonight with my friends.
取る<div class="hint">to take; to pick up | to steal</div>,とる,to take; to pick up | to steal,<ruby>新聞<rt>しんぶん</rt></ruby>を <ruby>取<rt>と</rt></ruby>って。,Can you get that newspaper?
