向こう側<div class="hint">other side</div>,むこうがわ,other side,<ruby>私<rt>わたし</rt></ruby>の <ruby>家<rt>いえ</rt></ruby>は <ruby>川<rt>かわ</rt></ruby>の <ruby>向<rt>む</rt></ruby>こう <ruby>側<rt>がわ</rt></ruby>にあります。,My house is on the other side of the river.,noun
外側<div class="hint">exterior; outside</div>,そとがわ,exterior; outside,<ruby>白線<rt>はくせん</rt></ruby>の <ruby>外側<rt>そとがわ</rt></ruby>を <ruby>歩<rt>ある</rt></ruby>かないでください。,Please don't walk outside the white line.,noun
ベルト<div class="hint">belt</div>,べると,belt,ベルトがきつくなりました。,My belt has gotten tight.,noun
裏返す<div class="hint">turn over; turn inside out</div>,うらがえす,turn over; turn inside out,<ruby>彼<rt>かれ</rt></ruby>は <ruby>紙<rt>かみ</rt></ruby>を <ruby>裏返<rt>うらがえ</rt></ruby>しました。,He turned the paper over.,verb
週刊誌<div class="hint">weekly magazine</div>,しゅうかんし,weekly magazine,その <ruby>週刊<rt>しゅうかん</rt></ruby> <ruby>誌<rt>し</rt></ruby>はゴシップばかりだ。,That weekly is full of gossip.,noun
朝刊<div class="hint">morning edition paper</div>,ちょうかん,morning edition paper,<ruby>今日<rt>きょう</rt></ruby>の <ruby>朝刊<rt>ちょうかん</rt></ruby>に <ruby>面白<rt>おもしろ</rt></ruby>い <ruby>記事<rt>きじ</rt></ruby>があった。,There was an interesting article in today's morning paper.,noun
夕刊<div class="hint">evening edition paper</div>,ゆうかん,evening edition paper,そのニュースは <ruby>夕刊<rt>ゆうかん</rt></ruby>で <ruby>見<rt>み</rt></ruby>ました。,I saw that news in the evening newspaper.,noun
ラーメン<div class="hint">ramen (Chinese noodles)</div>,らーめん,ramen (Chinese noodles),<ruby>夕食<rt>ゆうしょく</rt></ruby>にラーメンを <ruby>食<rt>た</rt></ruby>べました。,I ate ramen for supper.,noun
細か<div class="hint">minute; elaborate</div>,こまか,minute; elaborate,それは <ruby>細<rt>こま</rt></ruby>かな <ruby>問題<rt>もんだい</rt></ruby>です。,That's a small but complex issue.,adjectival noun
積もる<div class="hint">pile up</div>,つもる,pile up,<ruby>雪<rt>ゆき</rt></ruby>が <ruby>積<rt>つ</rt></ruby>もっています。,The snow has piled up.,verb
訳<div class="hint">translation</div>,やく,translation,その <ruby>文<rt>ぶん</rt></ruby>の <ruby>訳<rt>やく</rt></ruby>を <ruby>読<rt>よ</rt></ruby>みました。,I read a translation of that sentence.,noun
ライター<div class="hint">lighter</div>,らいたー,lighter,<ruby>店<rt>みせ</rt></ruby>にライターを <ruby>忘<rt>わす</rt></ruby>れました。,I forgot my lighter at the shop.,noun
訳す<div class="hint">translate</div>,やくす,translate,この <ruby>文<rt>ぶん</rt></ruby>を <ruby>訳<rt>やく</rt></ruby>してください。,Please translate this sentence.,verb
訳<div class="hint">reason; cause</div>,わけ,reason; cause,そんな <ruby>訳<rt>わけ</rt></ruby>で、 <ruby>私<rt>わたし</rt></ruby>は <ruby>仕事<rt>しごと</rt></ruby>を <ruby>辞<rt>や</rt></ruby>めました。,I quit my job for that reason.,noun
誤解<div class="hint">misunderstanding</div>,ごかい,misunderstanding,<ruby>私<rt>わたし</rt></ruby>の <ruby>気持<rt>きも</rt></ruby>ちを <ruby>誤解<rt>ごかい</rt></ruby>しているんじゃない！。,You misunderstand my feelings; don't you?,verbal noun
検討<div class="hint">examination and consideration</div>,けんとう,examination and consideration,<ruby>今日<rt>きょう</rt></ruby> <ruby>中<rt>じゅう</rt></ruby>にこの <ruby>問題<rt>もんだい</rt></ruby>を <ruby>検討<rt>けんとう</rt></ruby>してください。,Please examine and consider this problem by the end of the day.,verbal noun
ワイシャツ<div class="hint">business shirt; dress shirt</div>,わいしゃつ,business shirt; dress shirt,<ruby>彼<rt>かれ</rt></ruby>は <ruby>白<rt>しろ</rt></ruby>いワイシャツを <ruby>着<rt>き</rt></ruby>ている。,He's wearing a white shirt.,noun
塗る<div class="hint">spread on; paint</div>,ぬる,spread on; paint,<ruby>壁<rt>かべ</rt></ruby>にペンキを <ruby>塗<rt>ぬ</rt></ruby>っています。,I'm painting the wall.,verb
付ける<div class="hint">attach; apply; put</div>,つける,attach; apply; put,おまけを <ruby>付<rt>つ</rt></ruby>けました。,I put a freebie in there.,verb
付く<div class="hint">stick to; cling to</div>,つく,stick to; cling to,<ruby>靴<rt>くつ</rt></ruby>に <ruby>泥<rt>どろ</rt></ruby>が <ruby>付<rt>つ</rt></ruby>いています。,I have mud on my shoes.,verb
気付く<div class="hint">notice; realize</div>,きづく,notice; realize,<ruby>彼<rt>かれ</rt></ruby>はやっと <ruby>問題<rt>もんだい</rt></ruby> <ruby>点<rt>てん</rt></ruby>に <ruby>気付<rt>きづ</rt></ruby>きました。,He finally realized what the problem was.,verb
シャワー<div class="hint">shower</div>,しゃわー,shower,<ruby>朝<rt>あさ</rt></ruby>、 <ruby>急<rt>いそ</rt></ruby>いでシャワーを <ruby>浴<rt>あ</rt></ruby>びました。,I took a very quick shower in the morning.,noun
片付ける<div class="hint">put in order; clean up</div>,かたづける,put in order; clean up,<ruby>早<rt>はや</rt></ruby>く <ruby>部屋<rt>へや</rt></ruby>を <ruby>片付<rt>かたづ</rt></ruby>けなさい。,Hurry and clean up your room.,verb
受付<div class="hint">receptionist; information office</div>,うけつけ,receptionist; information office,<ruby>受付<rt>うけつけ</rt></ruby>は９ <ruby>時<rt>じ</rt></ruby>からです。,Registration starts from nine o'clock.,noun
近付く<div class="hint">approach; come close</div>,ちかづく,approach; come close,<ruby>女性<rt>じょせい</rt></ruby>が <ruby>近付<rt>ちかづ</rt></ruby>いてきました。,A woman approached me.,verb
うどん<div class="hint">Japanese wheat noodles</div>,うどん,Japanese wheat noodles,<ruby>私<rt>わたし</rt></ruby>はお <ruby>昼<rt>ひる</rt></ruby>にうどんを <ruby>食<rt>た</rt></ruby>べました。,I ate udon noodles for lunch.,noun
受け付ける<div class="hint">receive; accept</div>,うけつける,receive; accept,<ruby>郵便<rt>ゆうびん</rt></ruby> <ruby>物<rt>ぶつ</rt></ruby>は５ <ruby>時<rt>じ</rt></ruby>まで <ruby>受<rt>う</rt></ruby>け <ruby>付<rt>つ</rt></ruby>けています。,We take mails until five o'clock.,verb
片付く<div class="hint">be put in order; be finished</div>,かたづく,be put in order; be finished,<ruby>仕事<rt>しごと</rt></ruby>がだいぶ <ruby>片付<rt>かたづ</rt></ruby>いた。,I've finished quite a lot of my work.,verb
貼る<div class="hint">stick; paste; put</div>,はる,stick; paste; put,<ruby>机<rt>つくえ</rt></ruby>にシールを <ruby>貼<rt>は</rt></ruby>った。,I put a sticker on the desk.,verb
記念日<div class="hint">memorial day; anniversary</div>,きねんび,memorial day; anniversary,<ruby>今日<rt>きょう</rt></ruby>は <ruby>両親<rt>りょうしん</rt></ruby>の <ruby>結婚<rt>けっこん</rt></ruby> <ruby>記念<rt>きねん</rt></ruby> <ruby>日<rt>び</rt></ruby>です。,Today's my parents' wedding anniversary.,noun
ごみ<div class="hint">trash</div>,ごみ,trash,<ruby>今日<rt>きょう</rt></ruby>はごみの <ruby>日<rt>ひ</rt></ruby>だ。,Today is the garbage day.,noun
順番<div class="hint">order; turn</div>,じゅんばん,order; turn,これを <ruby>順番<rt>じゅんばん</rt></ruby> <ruby>通<rt>どお</rt></ruby>りに <ruby>並<rt>なら</rt></ruby>べ <ruby>替<rt>か</rt></ruby>えてください。,Please rearrange these in order.,noun
例<div class="hint">example</div>,れい,example,<ruby>一<rt>ひと</rt></ruby>つ <ruby>例<rt>れい</rt></ruby>をあげてください。,Please give an example.,noun
例文<div class="hint">example sentence</div>,れいぶん,example sentence,<ruby>例文<rt>れいぶん</rt></ruby>を３つ <ruby>作<rt>つく</rt></ruby>ってください。,Please write three example sentences.,noun
スーパーマーケット<div class="hint">supermarket</div>,すーぱーまーけっと,supermarket,スーパーマーケットでにんじんを <ruby>買<rt>か</rt></ruby>った。,I bought carrots at the supermarket.,noun
余る<div class="hint">remain; be in excess</div>,あまる,remain; be in excess,<ruby>夕食<rt>ゆうしょく</rt></ruby>の <ruby>料理<rt>りょうり</rt></ruby>がたくさん <ruby>余<rt>あま</rt></ruby>った。,We have a lot of leftover from dinner.,verb
途中<div class="hint">on the way; half way</div>,とちゅう,on the way; half way,<ruby>途中<rt>とちゅう</rt></ruby>で３０ <ruby>分<rt>ぷん</rt></ruby>ほど <ruby>休<rt>やす</rt></ruby>みましょう。,Let's take a rest on the way for about 30 minutes.,noun
除く<div class="hint">remove; exclude</div>,のぞく,remove; exclude,<ruby>部長<rt>ぶちょう</rt></ruby>を <ruby>除<rt>のぞ</rt></ruby>く <ruby>全員<rt>ぜんいん</rt></ruby>が <ruby>土曜日<rt>どようび</rt></ruby>も <ruby>働<rt>はたら</rt></ruby>いた。,Everyone except for the director worked on Saturday.,verb
遅刻<div class="hint">tardiness; lateness</div>,ちこく,tardiness; lateness,<ruby>遅刻<rt>ちこく</rt></ruby>しないでください。,Please don't be late.,verbal noun
ぶらぶら<div class="hint">wander; walk around</div>,ぶらぶら,wander; walk around,<ruby>朝<rt>あさ</rt></ruby>、 <ruby>近所<rt>きんじょ</rt></ruby>をぶらぶらした。,I wandered around the neighborhood this morning.,adverb
豊か<div class="hint">rich; ample</div>,ゆたか,rich; ample,<ruby>彼<rt>かれ</rt></ruby>は <ruby>心<rt>こころ</rt></ruby>が <ruby>豊<rt>ゆた</rt></ruby>かな <ruby>人<rt>ひと</rt></ruby>です。,He has a rich spirit.,adjectival noun
苦い<div class="hint">bitter</div>,にがい,bitter,<ruby>私<rt>わたし</rt></ruby>は <ruby>苦<rt>にが</rt></ruby>いコーヒーが <ruby>好<rt>す</rt></ruby>きです。,I like bitter coffee.,adjective
苦手<div class="hint">not good at; be bad at</div>,にがて,not good at; be bad at,<ruby>私<rt>わたし</rt></ruby>は <ruby>料理<rt>りょうり</rt></ruby>が <ruby>苦手<rt>にがて</rt></ruby>です。,I'm not good at cooking.,adjectival noun
アナウンサー<div class="hint">announcer</div>,あなうんさー,announcer,<ruby>私<rt>わたし</rt></ruby>はアナウンサーになりたい。,I want to become an announcer.,noun
貧乏<div class="hint">poverty; destitution</div>,びんぼう,poverty; destitution,<ruby>彼<rt>かれ</rt></ruby>は <ruby>昔<rt>むかし</rt></ruby>は <ruby>貧乏<rt>びんぼう</rt></ruby>だった。,He used to be poor.,adjectival noun
幸せ<div class="hint">happiness</div>,しあわせ,happiness,<ruby>良<rt>い</rt></ruby>い <ruby>友達<rt>ともだち</rt></ruby>がいて <ruby>私<rt>わたし</rt></ruby>は <ruby>幸<rt>しあわ</rt></ruby>せだ。,I'm happy that I have good friends.,adjectival noun
不幸<div class="hint">unhappiness; misfortune</div>,ふこう,unhappiness; misfortune,<ruby>彼女<rt>かのじょ</rt></ruby>の <ruby>家族<rt>かぞく</rt></ruby>に <ruby>不幸<rt>ふこう</rt></ruby>があった。,A misfortune befell her family.,adjectival noun
塩辛い<div class="hint">salty</div>,しおからい,salty,<ruby>海<rt>うみ</rt></ruby>の <ruby>水<rt>みず</rt></ruby>は <ruby>塩辛<rt>しおから</rt></ruby>い。,Sea water is salty.,adjective
いかが<div class="hint">how</div>,いかが,how,お <ruby>加減<rt>かげん</rt></ruby>はいかがですか。,How are you feeling?,adverb
濃い<div class="hint">strong; concentrated</div>,こい,strong; concentrated,<ruby>私<rt>わたし</rt></ruby>は <ruby>濃<rt>こ</rt></ruby>い <ruby>味<rt>あじ</rt></ruby>が <ruby>好<rt>す</rt></ruby>きだ。,I like strong tastes.,adjective
迫る<div class="hint">close in on; approach</div>,せまる,close in on; approach,<ruby>締<rt>し</rt></ruby>め <ruby>切<rt>き</rt></ruby>りが <ruby>迫<rt>せま</rt></ruby>っています。,The deadline is approaching.,verb
引っ越す<div class="hint">move; relocate</div>,ひっこす,move; relocate,<ruby>来月<rt>らいげつ</rt></ruby>、 <ruby>大阪<rt>おおさか</rt></ruby>に <ruby>引<rt>ひ</rt></ruby>っ <ruby>越<rt>こ</rt></ruby>します。,I'll move to Osaka next month.,verb
ステレオ<div class="hint">stereo</div>,すてれお,stereo,<ruby>彼<rt>かれ</rt></ruby>はステレオで <ruby>音楽<rt>おんがく</rt></ruby>を <ruby>聞<rt>き</rt></ruby>いた。,He listened to music on the stereo.,noun
越える<div class="hint">go over; go across</div>,こえる,go over; go across,<ruby>私<rt>わたし</rt></ruby>たちは <ruby>高<rt>たか</rt></ruby>い <ruby>山<rt>やま</rt></ruby>を <ruby>越<rt>こ</rt></ruby>えました。,We went over a high mountain.,verb
引っ越し<div class="hint">moving (house)</div>,ひっこし,moving (house),<ruby>去年<rt>きょねん</rt></ruby>、 <ruby>引<rt>ひ</rt></ruby>っ <ruby>越<rt>こ</rt></ruby>ししました。,I moved last year.,verbal noun
失礼<div class="hint">rudeness; to excuse oneself</div>,しつれい,rudeness; to excuse oneself,ではそろそろ <ruby>失礼<rt>しつれい</rt></ruby>します。,Well; it's about time for me to go.,verbal noun
お礼<div class="hint">thanks; gratitude</div>,おれい,thanks; gratitude,<ruby>彼女<rt>かのじょ</rt></ruby>にお <ruby>礼<rt>れい</rt></ruby>の <ruby>手紙<rt>てがみ</rt></ruby>を <ruby>書<rt>か</rt></ruby>きました。,I wrote her a thank you letter.,verbal noun
きらきら<div class="hint">sparkling; glittering</div>,きらきら,sparkling; glittering,<ruby>星<rt>ほし</rt></ruby>がきらきら <ruby>光<rt>ひか</rt></ruby>っている。,The stars are shining brightly.,adverb
謝る<div class="hint">apologize</div>,あやまる,apologize,<ruby>彼<rt>かれ</rt></ruby>は <ruby>直<rt>す</rt></ruby>ぐに <ruby>謝<rt>あやま</rt></ruby>りました。,He apologized at once.,verb
注射<div class="hint">injection; shot</div>,ちゅうしゃ,injection; shot,<ruby>彼<rt>かれ</rt></ruby>は <ruby>注射<rt>ちゅうしゃ</rt></ruby>があまり <ruby>好<rt>す</rt></ruby>きではありません。,He doesn't like getting shots very much.,verbal noun
誘う<div class="hint">invite; ask out</div>,さそう,invite; ask out,<ruby>彼女<rt>かのじょ</rt></ruby>をデートに <ruby>誘<rt>さそ</rt></ruby>った。,I asked her out on a date.,verb
怒る<div class="hint">get angry; scold</div>,おこる,get angry; scold,<ruby>彼女<rt>かのじょ</rt></ruby>が <ruby>嘘<rt>うそ</rt></ruby>をついたので、 <ruby>彼<rt>かれ</rt></ruby>は <ruby>怒<rt>おこ</rt></ruby>った。,He was angry because she lied to him.,verb
フィルム<div class="hint">film</div>,ふぃるむ,film,<ruby>旅行<rt>りょこう</rt></ruby>のためにたくさんフィルムを <ruby>買<rt>か</rt></ruby>った。,I bought a lot of film for the trip.,noun
独身<div class="hint">single; unmarried</div>,どくしん,single; unmarried,<ruby>私<rt>わたし</rt></ruby>の <ruby>兄<rt>あに</rt></ruby>はまだ <ruby>独身<rt>どくしん</rt></ruby>です。,My big brother's still single.,noun
出身<div class="hint">come from; origin</div>,しゅっしん,come from; origin,<ruby>教授<rt>きょうじゅ</rt></ruby>はカナダ <ruby>出身<rt>しゅっしん</rt></ruby>です。,The professor is from Canada.,noun
仲良し<div class="hint">good friend</div>,なかよし,good friend,あの３ <ruby>人組<rt>にんぐみ</rt></ruby>は <ruby>仲良<rt>なかよ</rt></ruby>しですね。,Those three are good friends.,noun
ダンス<div class="hint">dance; dancing</div>,だんす,dance; dancing,<ruby>彼女<rt>かのじょ</rt></ruby>はダンスが <ruby>大好<rt>だいす</rt></ruby>きです。,She loves to dance.,verbal noun
招待<div class="hint">invitation</div>,しょうたい,invitation,<ruby>高校<rt>こうこう</rt></ruby>のときの <ruby>先生<rt>せんせい</rt></ruby>を <ruby>結婚式<rt>けっこんしき</rt></ruby>に <ruby>招待<rt>しょうたい</rt></ruby>した。,I invited my high school teacher to the wedding.,verbal noun
招く<div class="hint">invite</div>,まねく,invite,<ruby>両親<rt>りょうしん</rt></ruby>を <ruby>食事<rt>しょくじ</rt></ruby>に <ruby>招<rt>まね</rt></ruby>いた。,I invited my parents for a meal.,verb
奥さん<div class="hint">(someone else's) wife; married woman</div>,おくさん,(someone else's) wife; married woman,<ruby>彼<rt>かれ</rt></ruby>の <ruby>奥<rt>おく</rt></ruby>さんはきれいな <ruby>方<rt>かた</rt></ruby>です。,His wife is beautiful.,noun
奥<div class="hint">inner part; the back</div>,おく,inner part; the back,はさみは <ruby>机<rt>つくえ</rt></ruby>の <ruby>奥<rt>おく</rt></ruby>にあった。,The scissors were at the back of the desk.,noun
こんなに<div class="hint">this much; such</div>,こんなに,this much; such,こんなに <ruby>面白<rt>おもしろ</rt></ruby>い <ruby>本<rt>ほん</rt></ruby>は <ruby>初<rt>はじ</rt></ruby>めて <ruby>読<rt>よ</rt></ruby>んだ。,I've never read such an interesting book.,adverb
皆さん<div class="hint">everybody; everyone</div>,みなさん,everybody; everyone,<ruby>皆<rt>みな</rt></ruby>さんにお <ruby>話<rt>はなし</rt></ruby>があります。,I have something to say to you all.,noun
皆様<div class="hint">everyone; ladies and gentlemen</div>,みなさま,everyone; ladies and gentlemen,<ruby>皆様<rt>みなさま</rt></ruby>、こんにちは。,Hello everyone.,noun
国籍<div class="hint">nationality; citizenship</div>,こくせき,nationality; citizenship,<ruby>私<rt>わたし</rt></ruby>は <ruby>日本<rt>にほん</rt></ruby> <ruby>国籍<rt>こくせき</rt></ruby>です。,I'm a Japanese citizen.,noun
まあ<div class="hint">well (interjection)</div>,まあ,well (interjection),まあこれでいいだろう。,Well; I guess this will do.,interjection
愛<div class="hint">love</div>,あい,love,<ruby>彼女<rt>かのじょ</rt></ruby>は <ruby>愛<rt>あい</rt></ruby>をこめて <ruby>手紙<rt>てがみ</rt></ruby>を <ruby>書<rt>か</rt></ruby>いた。,She wrote the letter with love.,verbal noun
可愛らしい<div class="hint">lovely; charming</div>,かわいらしい,lovely; charming,<ruby>彼女<rt>かのじょ</rt></ruby>は <ruby>娘<rt>むすめ</rt></ruby>に <ruby>可愛<rt>かわい</rt></ruby>らしい <ruby>服<rt>ふく</rt></ruby>を <ruby>作<rt>つく</rt></ruby>りましたね。,She made some lovely clothes for her daughter.,adjective
愛する<div class="hint">love; care for</div>,あいする,love; care for,<ruby>私<rt>わたし</rt></ruby>は <ruby>家族<rt>かぞく</rt></ruby>を <ruby>愛<rt>あい</rt></ruby>しています。,I love my family.,verb
誕生日<div class="hint">birthday</div>,たんじょうび,birthday,<ruby>彼女<rt>かのじょ</rt></ruby>の <ruby>誕生<rt>たんじょう</rt></ruby> <ruby>日<rt>び</rt></ruby>は７ <ruby>月<rt>がつ</rt></ruby>１６ <ruby>日<rt>にち</rt></ruby>です。,Her birthday is July 16th.,noun
メール<div class="hint">e-mail</div>,めーる,e-mail,またメールするね。,I'll e-mail you again.,verbal noun
延ばす<div class="hint">extend; postpone</div>,のばす,extend; postpone,<ruby>出発<rt>しゅっぱつ</rt></ruby>を <ruby>一週<rt>いっしゅう</rt></ruby> <ruby>間<rt>かん</rt></ruby> <ruby>延<rt>の</rt></ruby>ばしたの。,I postponed my departure for a week.,verb
祝日<div class="hint">holiday</div>,しゅくじつ,holiday,５ <ruby>月<rt>がつ</rt></ruby>３ <ruby>日<rt>か</rt></ruby>は <ruby>祝日<rt>しゅくじつ</rt></ruby>だ。,May 3rd is a holiday.,noun
泣く<div class="hint">cry; weep</div>,なく,cry; weep,<ruby>妹<rt>いもうと</rt></ruby>はすぐに <ruby>泣<rt>な</rt></ruby>く。,My little sister cries easily.,verb
インターネット<div class="hint">Internet</div>,いんたーねっと,Internet,<ruby>私<rt>わたし</rt></ruby>たちはインターネットを <ruby>通<rt>つう</rt></ruby>じて <ruby>知<rt>し</rt></ruby>り <ruby>合<rt>あ</rt></ruby>いました。,We met on the Internet.,noun
恥ずかしい<div class="hint">embarrassed; ashamed</div>,はずかしい,embarrassed; ashamed,とても <ruby>恥<rt>は</rt></ruby>ずかしかった。,It was very embarrassing.,adjective
弁当<div class="hint">boxed lunch</div>,べんとう,boxed lunch,<ruby>今日<rt>きょう</rt></ruby>は <ruby>弁当<rt>べんとう</rt></ruby>を <ruby>持<rt>も</rt></ruby>ってきました。,I brought a boxed lunch today.,noun
患者<div class="hint">patient</div>,かんじゃ,patient,<ruby>患者<rt>かんじゃ</rt></ruby>は <ruby>眠<rt>ねむ</rt></ruby>っています。,The patient is sleeping.,noun
迷う<div class="hint">get lost</div>,まよう,get lost,<ruby>道<rt>みち</rt></ruby>に <ruby>迷<rt>まよ</rt></ruby>いました。,I'm lost.,verb
スター<div class="hint">star</div>,すたー,star,<ruby>彼<rt>かれ</rt></ruby>はそのときスターだったよ。,He was a star at the time.,noun
迷惑<div class="hint">trouble; annoyance</div>,めいわく,trouble; annoyance,<ruby>人<rt>ひと</rt></ruby>に <ruby>迷惑<rt>めいわく</rt></ruby>をかけてはいけません。,You shouldn't cause trouble for other people.,verbal noun
地域<div class="hint">region; area</div>,ちいき,region; area,この <ruby>地域<rt>ちいき</rt></ruby>は <ruby>雨<rt>あめ</rt></ruby>が <ruby>多<rt>おお</rt></ruby>い。,There's a lot of rain in this region.,noun
贈り物<div class="hint">present; gift</div>,おくりもの,present; gift,すてきな <ruby>贈<rt>おく</rt></ruby>り <ruby>物<rt>もの</rt></ruby>をどうもありがとう。,Thank you for the wonderful gift.,noun
くだらない<div class="hint">worthless; trifling</div>,くだらない,worthless; trifling,くだらないおしゃべりはやめなさい。,Stop chattering.,adjective
与える<div class="hint">give</div>,あたえる,give,そのニュースは <ruby>彼<rt>かれ</rt></ruby>に <ruby>大<rt>おお</rt></ruby>きなショックを <ruby>与<rt>あた</rt></ruby>えた。,The news gave him a great shock.,verb
貯金<div class="hint">savings; deposit</div>,ちょきん,savings; deposit,<ruby>貯金<rt>ちょきん</rt></ruby>は <ruby>十分<rt>じゅうぶん</rt></ruby>にあります。,I have enough savings.,verbal noun
預ける<div class="hint">deposit; leave (something) with (someone)</div>,あずける,deposit; leave (something) with (someone),<ruby>鍵<rt>かぎ</rt></ruby>を <ruby>彼<rt>かれ</rt></ruby>に <ruby>預<rt>あず</rt></ruby>けた。,I left a key with him.,verb
預かる<div class="hint">take care of; keep</div>,あずかる,take care of; keep,<ruby>荷物<rt>にもつ</rt></ruby>を <ruby>預<rt>あず</rt></ruby>かってください。,Please take care of my luggage.,verb
ネックレス<div class="hint">necklace</div>,ねっくれす,necklace,<ruby>妻<rt>つま</rt></ruby>にネックレスをプレゼントしました。,I gave my wife a necklace.,noun
得意<div class="hint">one's specialty; be good at</div>,とくい,one's specialty; be good at,<ruby>彼<rt>かれ</rt></ruby>は <ruby>歌<rt>うた</rt></ruby>が <ruby>得意<rt>とくい</rt></ruby>です。,He's good at singing.,adjectival noun
燃える<div class="hint">burn; catch on fire</div>,もえる,burn; catch on fire,<ruby>山<rt>やま</rt></ruby>が <ruby>燃<rt>も</rt></ruby>えています。,The mountain's on fire.,verb
燃やす<div class="hint">burn (something)</div>,もやす,burn (something),<ruby>古<rt>ふる</rt></ruby>い <ruby>手紙<rt>てがみ</rt></ruby>を <ruby>燃<rt>も</rt></ruby>やしたんだ。,I burned some old letters.,verb
パジャマ<div class="hint">pajamas</div>,ぱじゃま,pajamas,このパジャマを <ruby>着<rt>き</rt></ruby>て。,Put on these pajamas.,noun
焼く<div class="hint">bake; grill</div>,やく,bake; grill,<ruby>今<rt>いま</rt></ruby>、 <ruby>魚<rt>さかな</rt></ruby>を <ruby>焼<rt>や</rt></ruby>いています。,I'm grilling fish now.,verb
焼ける<div class="hint">burn; cook</div>,やける,burn; cook,<ruby>肉<rt>にく</rt></ruby>が <ruby>焼<rt>や</rt></ruby>けました。,The meat is cooked.,verb
夕焼け<div class="hint">sunset glow</div>,ゆうやけ,sunset glow,<ruby>今日<rt>きょう</rt></ruby>は <ruby>夕焼<rt>ゆうや</rt></ruby>けがきれいです。,The sunset glow is beautiful today.,noun
すき焼き<div class="hint">sukiyaki</div>,すきやき,sukiyaki,<ruby>昨日<rt>きのう</rt></ruby>の <ruby>夜<rt>よる</rt></ruby>はすき <ruby>焼<rt>や</rt></ruby>きを <ruby>食<rt>た</rt></ruby>べた。,I had sukiyaki last night.,noun
ボールペン<div class="hint">ballpoint pen</div>,ぼーるぺん,ballpoint pen,ボールペンで <ruby>名前<rt>なまえ</rt></ruby>を <ruby>書<rt>か</rt></ruby>いてください。,Please write your name with a ballpoint pen.,noun
乾杯<div class="hint">toast; drink (in celebration)</div>,かんぱい,toast; drink (in celebration),お <ruby>二人<rt>ふたり</rt></ruby>の <ruby>未来<rt>みらい</rt></ruby>に <ruby>乾杯<rt>かんぱい</rt></ruby>しましょう。,Let's give a toast to the couple's future.,verbal noun
乾かす<div class="hint">dry (something)</div>,かわかす,dry (something),ぬれた <ruby>服<rt>ふく</rt></ruby>を <ruby>乾<rt>かわ</rt></ruby>かした。,I dried the wet clothes.,verb
新幹線<div class="hint">bullet train</div>,しんかんせん,bullet train,<ruby>新幹線<rt>しんかんせん</rt></ruby>で <ruby>京都<rt>きょうと</rt></ruby>に <ruby>行<rt>い</rt></ruby>きました。,I went to Kyoto by bullet train.,noun
桜<div class="hint">cherry tree; cherry blossom</div>,さくら,cherry tree; cherry blossom,<ruby>桜<rt>さくら</rt></ruby>は <ruby>三月<rt>さんがつ</rt></ruby>か <ruby>四月<rt>しがつ</rt></ruby>に <ruby>咲<rt>さ</rt></ruby>きます。,Cherry blossoms bloom in March or April.,noun
かゆい<div class="hint">itchy</div>,かゆい,itchy,<ruby>背中<rt>せなか</rt></ruby>がかゆいです。,My back itches.,adjective
咲く<div class="hint">bloom; blossom</div>,さく,bloom; blossom,<ruby>桜<rt>さくら</rt></ruby>の <ruby>花<rt>はな</rt></ruby>が <ruby>咲<rt>さ</rt></ruby>きました。,Cherry blossoms have bloomed.,verb
吹く<div class="hint">blow; play (a wind instrument)</div>,ふく,blow; play (a wind instrument),<ruby>今日<rt>きょう</rt></ruby>は <ruby>北風<rt>きたかぜ</rt></ruby>が <ruby>吹<rt>ふ</rt></ruby>いている。,The north wind is blowing today.,verb
散歩<div class="hint">walk; stroll</div>,さんぽ,walk; stroll,<ruby>公園<rt>こうえん</rt></ruby>を <ruby>散歩<rt>さんぽ</rt></ruby>しようか。,Do you want to take a walk in the park?,verbal noun
すいか<div class="hint">watermelon</div>,すいか,watermelon,<ruby>夏<rt>なつ</rt></ruby>はすいかがおいしい。,Watermelon is delicious in summer.,noun
屋根<div class="hint">roof</div>,やね,roof,<ruby>屋根<rt>やね</rt></ruby>にカラスが <ruby>止<rt>と</rt></ruby>まっています。,There's a crow on the roof.,noun
黒板<div class="hint">blackboard</div>,こくばん,blackboard,<ruby>答<rt>こた</rt></ruby>えを <ruby>黒板<rt>こくばん</rt></ruby>に <ruby>書<rt>か</rt></ruby>いてください。,Please write your answer on the blackboard.,noun
掲示板<div class="hint">notice board; bulletin board</div>,けいじばん,notice board; bulletin board,<ruby>掲示板<rt>けいじばん</rt></ruby>のお <ruby>知<rt>し</rt></ruby>らせを <ruby>見<rt>み</rt></ruby>ましたか。,Did you see the notice on the bulletin board?,noun
草<div class="hint">grass; weed</div>,くさ,grass; weed,<ruby>庭<rt>にわ</rt></ruby>に <ruby>草<rt>くさ</rt></ruby>が <ruby>生<rt>は</rt></ruby>えている。,Weeds are growing in the garden.,noun
そば<div class="hint">buckwheat noodles</div>,そば,buckwheat noodles,お <ruby>昼<rt>ひる</rt></ruby>にそばを <ruby>食<rt>た</rt></ruby>べた。,I ate buckwheat noodles for lunch.,noun
葉<div class="hint">leaf</div>,は,leaf,これは <ruby>桜<rt>さくら</rt></ruby>の <ruby>葉<rt>は</rt></ruby>です。,This is a cherry tree leaf.,noun
