現金<div class="hint">cash</div>,げんきん,cash,<ruby>代金<rt>だいきん</rt></ruby>は <ruby>現金<rt>げんきん</rt></ruby>でお <ruby>願<rt>ねが</rt></ruby>いします。,Please pay in cash.,noun
現在<div class="hint">the present; present time</div>,げんざい,the present; present time,<ruby>現在<rt>げんざい</rt></ruby>の <ruby>気温<rt>きおん</rt></ruby>は３０ <ruby>度<rt>ど</rt></ruby>です。,The current temperature is 30 degrees.,noun
やっぱり<div class="hint">just as I thought; after all</div>,やっぱり,just as I thought; after all,やっぱり <ruby>旅<rt>たび</rt></ruby>が <ruby>大好<rt>だいす</rt></ruby>きだ。,I just love to travel.,adverb
実験<div class="hint">experiment</div>,じっけん,experiment,<ruby>科学<rt>かがく</rt></ruby>の <ruby>授業<rt>じゅぎょう</rt></ruby>で <ruby>実験<rt>じっけん</rt></ruby>をした。,We did an experiment in science class.,verbal noun
事実<div class="hint">fact; truth</div>,じじつ,fact; truth,それは <ruby>全<rt>すべ</rt></ruby>て <ruby>事実<rt>じじつ</rt></ruby>ですか。,Is it all true?,noun
過ぎる<div class="hint">pass by; go past</div>,すぎる,pass by; go past,<ruby>時<rt>とき</rt></ruby>が <ruby>過<rt>す</rt></ruby>ぎるのは <ruby>速<rt>はや</rt></ruby>い。,Time passes quickly.,verb
昼過ぎ<div class="hint">early afternoon</div>,ひるすぎ,early afternoon,<ruby>今日<rt>きょう</rt></ruby>は <ruby>昼過<rt>ひるす</rt></ruby>ぎまで <ruby>寝<rt>ね</rt></ruby>ていた。,Today I slept until after midday.,noun
カーテン<div class="hint">curtain</div>,かーてん,curtain,<ruby>朝<rt>あさ</rt></ruby>、カーテンを <ruby>開<rt>あ</rt></ruby>けた。,I opened the curtains in the morning.,noun
過去<div class="hint">the past</div>,かこ,the past,それは <ruby>過去<rt>かこ</rt></ruby>の <ruby>話<rt>はなし</rt></ruby>だ。,That's in the past now.,noun
発車<div class="hint">departure (of a vehicle)</div>,はっしゃ,departure (of a vehicle),バスが <ruby>発車<rt>はっしゃ</rt></ruby>します。,The bus is leaving.,verbal noun
発見<div class="hint">discovery; revelation</div>,はっけん,discovery; revelation,<ruby>新<rt>あたら</rt></ruby>しい <ruby>星<rt>ほし</rt></ruby>が <ruby>発見<rt>はっけん</rt></ruby>された。,A new star was discovered.,verbal noun
ナイフ<div class="hint">knife</div>,ないふ,knife,ナイフで <ruby>手<rt>て</rt></ruby>を <ruby>切<rt>き</rt></ruby>った。,I cut my hand with a knife.,noun
開発<div class="hint">development</div>,かいはつ,development,ダムの <ruby>開発<rt>かいはつ</rt></ruby>に <ruby>住民<rt>じゅうみん</rt></ruby>は <ruby>反対<rt>はんたい</rt></ruby>しています。,The residents are against the dam development.,verbal noun
発表<div class="hint">announcement</div>,はっぴょう,announcement,<ruby>合格<rt>ごうかく</rt></ruby> <ruby>者<rt>しゃ</rt></ruby>が <ruby>発表<rt>はっぴょう</rt></ruby>された。,They announced the names of those who passed (the test).,verbal noun
表<div class="hint">front; outside</div>,おもて,front; outside,<ruby>表<rt>おもて</rt></ruby>に <ruby>人<rt>ひと</rt></ruby>が <ruby>来<rt>き</rt></ruby>ています。,There's someone at the front door.,noun
表現<div class="hint">expression</div>,ひょうげん,expression,<ruby>彼<rt>かれ</rt></ruby>は <ruby>歌<rt>うた</rt></ruby>で <ruby>自分<rt>じぶん</rt></ruby>の <ruby>気持<rt>きも</rt></ruby>ちを <ruby>表現<rt>ひょうげん</rt></ruby>した。,He expressed his feelings in a song.,verbal noun
つぶる<div class="hint">close (eyes)</div>,つぶる,close (eyes),<ruby>目<rt>め</rt></ruby>をつぶってください。,Close your eyes.,verb
代表<div class="hint">representative</div>,だいひょう,representative,<ruby>彼<rt>かれ</rt></ruby>がクラスの <ruby>代表<rt>だいひょう</rt></ruby>だ。,He's the class representative.,verbal noun
表<div class="hint">table; list</div>,ひょう,table; list,この <ruby>表<rt>ひょう</rt></ruby>を <ruby>見<rt>み</rt></ruby>てください。,Please look at this chart.,noun
絵<div class="hint">picture; painting</div>,え,picture; painting,これは <ruby>有名<rt>ゆうめい</rt></ruby>な <ruby>画家<rt>がか</rt></ruby>の <ruby>絵<rt>え</rt></ruby>です。,This is a painting by a famous artist.,noun
ロマンチック<div class="hint">romantic</div>,ろまんちっく,romantic,<ruby>彼女<rt>かのじょ</rt></ruby>はロマンチックな <ruby>人<rt>ひと</rt></ruby>です。,She's a romantic person.,adjective
楽しみ<div class="hint">enjoyment; something looked forward to</div>,たのしみ,enjoyment; something looked forward to,<ruby>旅行<rt>りょこう</rt></ruby>は <ruby>父<rt>ちち</rt></ruby>の <ruby>老後<rt>ろうご</rt></ruby>の <ruby>楽<rt>たの</rt></ruby>しみです。,My father looks forward to traveling in his old age.,noun
薬局<div class="hint">drugstore; pharmacy</div>,やっきょく,drugstore; pharmacy,<ruby>薬局<rt>やっきょく</rt></ruby>で <ruby>目薬<rt>めぐすり</rt></ruby>を <ruby>買<rt>か</rt></ruby>いました。,I bought some eye drops at the drugstore.,noun
歌手<div class="hint">singer</div>,かしゅ,singer,その <ruby>歌手<rt>かしゅ</rt></ruby>は <ruby>歌<rt>うた</rt></ruby>が <ruby>下手<rt>へた</rt></ruby>だ。,That singer's terrible.,noun
欲しがる<div class="hint">want; desire</div>,ほしがる,want; desire,<ruby>子供<rt>こども</rt></ruby>がジュースを <ruby>欲<rt>ほ</rt></ruby>しがっています。,My kid wants some juice.,verb
バイク<div class="hint">motorcycle</div>,ばいく,motorcycle,<ruby>兄<rt>あに</rt></ruby>はバイクが <ruby>大好<rt>だいす</rt></ruby>きです。,My older brother loves motorcycles.,noun
計画<div class="hint">plan; project</div>,けいかく,plan; project,<ruby>彼<rt>かれ</rt></ruby>は <ruby>一人<rt>ひとり</rt></ruby> <ruby>旅<rt>たび</rt></ruby>の <ruby>計画<rt>けいかく</rt></ruby>を <ruby>立<rt>た</rt></ruby>てた。,He planned a journey alone.,verbal noun
写る<div class="hint">be photographed</div>,うつる,be photographed,このカメラはよく <ruby>写<rt>うつ</rt></ruby>りますよ。,This camera takes good pictures.,verb
写す<div class="hint">copy; photograph</div>,うつす,copy; photograph,<ruby>彼<rt>かれ</rt></ruby>は <ruby>友達<rt>ともだち</rt></ruby>の <ruby>答<rt>こた</rt></ruby>えを <ruby>写<rt>うつ</rt></ruby>した。,He copied his friend's answers.,verb
真っ赤<div class="hint">deep red</div>,まっか,deep red,<ruby>彼<rt>かれ</rt></ruby>の <ruby>顔<rt>かお</rt></ruby>は <ruby>真<rt>ま</rt></ruby>っ <ruby>赤<rt>か</rt></ruby>でした。,His face was all red.,adjectival noun
オレンジ<div class="hint">orange</div>,おれんじ,orange,<ruby>私<rt>わたし</rt></ruby>はオレンジが <ruby>好<rt>す</rt></ruby>きです。,I like oranges.,noun
真面目<div class="hint">serious; earnest</div>,まじめ,serious; earnest,<ruby>彼<rt>かれ</rt></ruby>は <ruby>真面目<rt>まじめ</rt></ruby>な <ruby>人<rt>ひと</rt></ruby>です。,He's a serious-minded person.,adjectival noun
真っ白<div class="hint">pure-white</div>,まっしろ,pure-white,<ruby>外<rt>そと</rt></ruby>は <ruby>雪<rt>ゆき</rt></ruby>で <ruby>真<rt>ま</rt></ruby>っ <ruby>白<rt>しろ</rt></ruby>だった。,Everything outside was white with snow.,adjectival noun
真っ暗<div class="hint">pitch-dark</div>,まっくら,pitch-dark,<ruby>外<rt>そと</rt></ruby>は <ruby>真<rt>ま</rt></ruby>っ <ruby>暗<rt>くら</rt></ruby>です。,It's pitch-dark outside.,adjectival noun
きつい<div class="hint">tight; tough</div>,きつい,tight; tough,このシャツは <ruby>少<rt>すこ</rt></ruby>しきついです。,This shirt is a little tight.,adjective
真っ黒<div class="hint">black; jet-black</div>,まっくろ,black; jet-black,インクで <ruby>手<rt>て</rt></ruby>が <ruby>真<rt>ま</rt></ruby>っ <ruby>黒<rt>くろ</rt></ruby>になった。,My hands got all black with ink.,adjectival noun
真っ青<div class="hint">deep-blue; pale</div>,まっさお,deep-blue; pale,<ruby>空<rt>そら</rt></ruby>が <ruby>真<rt>ま</rt></ruby>っ <ruby>青<rt>さお</rt></ruby>です。,The sky is deep blue.,adjectival noun
形<div class="hint">shape; form</div>,かたち,shape; form,その <ruby>椅子<rt>いす</rt></ruby>は <ruby>変<rt>か</rt></ruby>わった <ruby>形<rt>かたち</rt></ruby>をしている。,That chair has an unusual shape.,noun
大型<div class="hint">large; large scale</div>,おおがた,large; large scale,<ruby>大型<rt>おおがた</rt></ruby>のテレビを <ruby>買<rt>か</rt></ruby>った。,We bought a large television.,noun
テキスト<div class="hint">text; textbook</div>,てきすと,text; textbook,テキストを <ruby>読<rt>よ</rt></ruby>んでください。,Please read the textbook.,noun
書類<div class="hint">documents; papers</div>,しょるい,documents; papers,<ruby>書類<rt>しょるい</rt></ruby>を１０ <ruby>枚<rt>まい</rt></ruby>コピーしました。,I made ten copies of the document.,noun
真っ直ぐ<div class="hint">straight</div>,まっすぐ,straight,この <ruby>道<rt>みち</rt></ruby>を <ruby>真<rt>ま</rt></ruby>っ <ruby>直<rt>す</rt></ruby>ぐ <ruby>行<rt>い</rt></ruby>ってください。,Please go straight along this road.,adverb
面接<div class="hint">interview</div>,めんせつ,interview,<ruby>新<rt>あたら</rt></ruby>しい <ruby>仕事<rt>しごと</rt></ruby>の <ruby>面接<rt>めんせつ</rt></ruby>に <ruby>行<rt>い</rt></ruby>ってきました。,I had a interview for my new job.,verbal noun
ビニール<div class="hint">plastic; vinyl</div>,びにーる,plastic; vinyl,ゴミはそのビニール <ruby>袋<rt>ぶくろ</rt></ruby>に <ruby>入<rt>い</rt></ruby>れてください。,Please put trash in that plastic bag.,noun
線路<div class="hint">railway track; line</div>,せんろ,railway track; line,<ruby>子猫<rt>こねこ</rt></ruby>が <ruby>線路<rt>せんろ</rt></ruby>に <ruby>迷<rt>まよ</rt></ruby>い <ruby>込<rt>こ</rt></ruby>んだぞ。,A kitten strayed onto the railway track.,noun
四角<div class="hint">square</div>,しかく,square,<ruby>紙<rt>かみ</rt></ruby>を <ruby>四角<rt>しかく</rt></ruby>に <ruby>切<rt>き</rt></ruby>ってください。,Please cut the paper into a square.,adjectival noun
角<div class="hint">corner; edge</div>,かど,corner; edge,<ruby>次<rt>つぎ</rt></ruby>の <ruby>角<rt>かど</rt></ruby>で <ruby>左<rt>ひだり</rt></ruby>に <ruby>曲<rt>ま</rt></ruby>がってください。,Please turn left at the next corner.,noun
三角<div class="hint">triangle</div>,さんかく,triangle,<ruby>紙<rt>かみ</rt></ruby>を <ruby>三角<rt>さんかく</rt></ruby>に <ruby>切<rt>き</rt></ruby>りました。,I cut the paper into a triangle.,noun
アルバム<div class="hint">album</div>,あるばむ,album,<ruby>私<rt>わたし</rt></ruby>は <ruby>彼<rt>かれ</rt></ruby>のアルバムを <ruby>見<rt>み</rt></ruby>た。,I saw his album.,noun
四角い<div class="hint">square</div>,しかくい,square,こっちの <ruby>四角<rt>しかく</rt></ruby>いテーブルを <ruby>買<rt>か</rt></ruby>おうよ。,Let's buy this square table over here.,adjective
曲げる<div class="hint">bend (something)</div>,まげる,bend (something),ひざを <ruby>曲<rt>ま</rt></ruby>げてください。,Please bend your knees.,verb
間違い<div class="hint">mistake; error</div>,まちがい,mistake; error,この <ruby>文<rt>ぶん</rt></ruby>には <ruby>間違<rt>まちが</rt></ruby>いがあります。,There's a mistake in this sentence.,noun
スカート<div class="hint">skirt</div>,すかーと,skirt,<ruby>彼女<rt>かのじょ</rt></ruby>はあまりスカートははかない。,She doesn't wear skirts very often.,noun
間違う<div class="hint">make a mistake; be wrong</div>,まちがう,make a mistake; be wrong,あなたは <ruby>間違<rt>まちが</rt></ruby>っている。,You're wrong.,verb
違い<div class="hint">difference; mistake</div>,ちがい,difference; mistake,この <ruby>二<rt>ふた</rt></ruby>つには <ruby>大<rt>おお</rt></ruby>きな <ruby>違<rt>ちが</rt></ruby>いがある。,There's a big difference between these two.,noun
似合う<div class="hint">suit; match well</div>,にあう,suit; match well,<ruby>彼女<rt>かのじょ</rt></ruby>は <ruby>着物<rt>きもの</rt></ruby>がよく <ruby>似合<rt>にあ</rt></ruby>います。,Kimono suits her well.,verb
以下<div class="hint">below</div>,いか,below,<ruby>数学<rt>すうがく</rt></ruby>が <ruby>平均<rt>へいきん</rt></ruby> <ruby>点<rt>てん</rt></ruby> <ruby>以下<rt>いか</rt></ruby>だった。,My math score was below average.,noun
ペン<div class="hint">pen</div>,ぺん,pen,ペンを <ruby>貸<rt>か</rt></ruby>してください。,Can I borrow a pen?,noun
旅館<div class="hint">Japanese inn</div>,りょかん,Japanese inn,<ruby>京都<rt>きょうと</rt></ruby>では <ruby>旅館<rt>りょかん</rt></ruby>に <ruby>泊<rt>と</rt></ruby>まりました。,I stayed at an inn in Kyoto.,noun
映画館<div class="hint">movie theater</div>,えいがかん,movie theater,<ruby>彼<rt>かれ</rt></ruby>と <ruby>近<rt>ちか</rt></ruby>くの <ruby>映画<rt>えいが</rt></ruby> <ruby>館<rt>かん</rt></ruby>に <ruby>行<rt>い</rt></ruby>きました。,I went to a nearby movie theater with him.,noun
泊める<div class="hint">let (someone) stay over</div>,とめる,let (someone) stay over,<ruby>友達<rt>ともだち</rt></ruby>をうちに <ruby>泊<rt>と</rt></ruby>めてあげました。,I let my friend stay over at my house.,verb
おしゃべり<div class="hint">talkative; chatty</div>,おしゃべり,talkative; chatty,<ruby>妹<rt>いもうと</rt></ruby>はとてもおしゃべりです。,My little sister's very talkative.,adjective
和風<div class="hint">Japanese style</div>,わふう,Japanese style,<ruby>夕食<rt>ゆうしょく</rt></ruby>に <ruby>和風<rt>わふう</rt></ruby>パスタを <ruby>作<rt>つく</rt></ruby>ったよ。,I made Japanese-style pasta for dinner.,noun
洋服<div class="hint">clothes</div>,ようふく,clothes,<ruby>今日<rt>きょう</rt></ruby>は <ruby>洋服<rt>ようふく</rt></ruby>を <ruby>買<rt>か</rt></ruby>いに <ruby>行<rt>い</rt></ruby>きます。,I'm going to buy some clothes today.,noun
親切<div class="hint">kind; kindhearted</div>,しんせつ,kind; kindhearted,<ruby>親切<rt>しんせつ</rt></ruby>にしてくださってどうもありがとうございます。,Thank you for being so kind to me.,adjectival noun
親しい<div class="hint">intimate; familiar</div>,したしい,intimate; familiar,<ruby>週末<rt>しゅうまつ</rt></ruby>、 <ruby>親<rt>した</rt></ruby>しい <ruby>友達<rt>ともだち</rt></ruby>を <ruby>家<rt>いえ</rt></ruby>に <ruby>呼<rt>よ</rt></ruby>んだ。,I invited a good friend of mine to my house over the weekend.,adjective
きっと<div class="hint">surely; certainly</div>,きっと,surely; certainly,<ruby>明日<rt>あした</rt></ruby>はきっと <ruby>雨<rt>あめ</rt></ruby>が <ruby>降<rt>ふ</rt></ruby>ります。,I'm sure it'll rain tomorrow.,adverb
父親<div class="hint">father</div>,ちちおや,father,<ruby>彼<rt>かれ</rt></ruby>の <ruby>父親<rt>ちちおや</rt></ruby>は <ruby>先生<rt>せんせい</rt></ruby>です。,His father is a teacher.,noun
母親<div class="hint">mother</div>,ははおや,mother,<ruby>彼女<rt>かのじょ</rt></ruby>は２ <ruby>才<rt>さい</rt></ruby>の <ruby>子<rt>こ</rt></ruby>の <ruby>母親<rt>ははおや</rt></ruby>です。,She's a mother of a two-year-old kid.,noun
不親切<div class="hint">unkind; inconsiderate</div>,ふしんせつ,unkind; inconsiderate,その <ruby>店員<rt>てんいん</rt></ruby>は <ruby>不親切<rt>ふしんせつ</rt></ruby>だった。,That store clerk was unkind.,adjectival noun
二十歳<div class="hint">20 years old</div>,はたち,20 years old,<ruby>妹<rt>いもうと</rt></ruby>は <ruby>来年<rt>らいねん</rt></ruby>、 <ruby>二十歳<rt>はたち</rt></ruby>になります。,My little sister will be 20 next year.,noun
おしゃれ<div class="hint">trendy; fashionable</div>,おしゃれ,trendy; fashionable,あの <ruby>子<rt>こ</rt></ruby>はおしゃれだね。,That girl is trendy.,verbal noun
果物<div class="hint">fruit</div>,くだもの,fruit,デザートに <ruby>果物<rt>くだもの</rt></ruby>を <ruby>食<rt>た</rt></ruby>べましょう。,Let's have some fruit for dessert.,noun
結果<div class="hint">result; outcome</div>,けっか,result; outcome,<ruby>試合<rt>しあい</rt></ruby>の <ruby>結果<rt>けっか</rt></ruby>を <ruby>早<rt>はや</rt></ruby>く <ruby>知<rt>し</rt></ruby>りたい。,I want to know the results of the game soon.,noun
課<div class="hint">section; division</div>,か,section; division,<ruby>今<rt>いま</rt></ruby>から <ruby>課<rt>か</rt></ruby>のミーティングがある。,Our division is going to have a meeting now.,noun
ジュース<div class="hint">juice</div>,じゅーす,juice,このジュースは <ruby>甘<rt>あま</rt></ruby>すぎる。,This juice is too sweet.,noun
効果<div class="hint">effect; result</div>,こうか,effect; result,この <ruby>薬<rt>くすり</rt></ruby>には <ruby>胃<rt>い</rt></ruby>を <ruby>守<rt>まも</rt></ruby>る <ruby>効果<rt>こうか</rt></ruby>がある。,This medicine is effective in protecting your stomach.,noun
自動<div class="hint">automatic operation</div>,じどう,automatic operation,このドアは <ruby>自動<rt>じどう</rt></ruby>よ。,This door is automatic.,noun
市民<div class="hint">citizens</div>,しみん,citizens,<ruby>市民<rt>しみん</rt></ruby>の <ruby>安全<rt>あんぜん</rt></ruby>は <ruby>大切<rt>たいせつ</rt></ruby>だ。,Safety of citizens is important.,noun
主人<div class="hint">one's husband; master</div>,しゅじん,one's husband; master,<ruby>主人<rt>しゅじん</rt></ruby>は <ruby>今<rt>いま</rt></ruby>、 <ruby>留守<rt>るす</rt></ruby>です。,My husband is out now.,noun
ゼロ<div class="hint">zero; none</div>,ぜろ,zero; none,<ruby>今日<rt>きょう</rt></ruby>の <ruby>交通<rt>こうつう</rt></ruby> <ruby>事故<rt>じこ</rt></ruby>はゼロです。,There were no traffic accidents today.,noun
主に<div class="hint">mostly; predominantly</div>,おもに,mostly; predominantly,この <ruby>商品<rt>しょうひん</rt></ruby>は <ruby>主<rt>おも</rt></ruby>に <ruby>女性<rt>じょせい</rt></ruby>に <ruby>人気<rt>にんき</rt></ruby>がありまして。,This product is predominantly popular among women.,adverb
不思議<div class="hint">mystery; wonder</div>,ふしぎ,mystery; wonder,それはとても <ruby>不思議<rt>ふしぎ</rt></ruby>な <ruby>話<rt>はなし</rt></ruby>だね。,It's a very mysterious story.,adjectival noun
対する<div class="hint">face; be in response to</div>,たいする,face; be in response to,その <ruby>質問<rt>しつもん</rt></ruby>に <ruby>対<rt>たい</rt></ruby>する <ruby>答<rt>こた</rt></ruby>えが <ruby>見<rt>み</rt></ruby>つからなかった。,I couldn't find an answer to the question.,verb
ピンク<div class="hint">pink</div>,ぴんく,pink,<ruby>娘<rt>むすめ</rt></ruby>がピンクのドレスを <ruby>着<rt>き</rt></ruby>ている。,My daughter is wearing a pink dress.,noun
特急<div class="hint">super-express</div>,とっきゅう,super-express,<ruby>東京<rt>とうきょう</rt></ruby>まで <ruby>特急<rt>とっきゅう</rt></ruby>で３ <ruby>時間<rt>じかん</rt></ruby>かかります。,It takes three hours to Tokyo by special express.,noun
別々<div class="hint">separately</div>,べつべつ,separately,<ruby>別々<rt>べつべつ</rt></ruby>に <ruby>払<rt>はら</rt></ruby>いましょう。,Let's get separate checks.,adjectival noun
別れる<div class="hint">separate; part</div>,わかれる,separate; part,<ruby>駅<rt>えき</rt></ruby>で <ruby>友<rt>とも</rt></ruby>だちと <ruby>別<rt>わか</rt></ruby>れました。,I parted with my friend at the station.,verb
別に<div class="hint">particularly; not really</div>,べつに,particularly; not really,<ruby>私<rt>わたし</rt></ruby>は <ruby>別<rt>べつ</rt></ruby>に <ruby>気<rt>き</rt></ruby>になりません。,I don't really care about it.,adverb
グラス<div class="hint">glass</div>,ぐらす,glass,これはきれいなグラスですね。,This is a beautiful glass.,noun
一般<div class="hint">general; common</div>,いっぱん,general; common,<ruby>一般<rt>いっぱん</rt></ruby>の <ruby>方<rt>かた</rt></ruby>はこちらの <ruby>席<rt>せき</rt></ruby>へどうぞ。,General seating is over here.,noun
目的<div class="hint">objective; purpose</div>,もくてき,objective; purpose,<ruby>彼<rt>かれ</rt></ruby>が <ruby>来<rt>き</rt></ruby>た <ruby>目的<rt>もくてき</rt></ruby>が <ruby>分<rt>わ</rt></ruby>かりません。,I don't know the purpose of his visit.,noun
普段<div class="hint">usual; ordinary</div>,ふだん,usual; ordinary,<ruby>私<rt>わたし</rt></ruby>は <ruby>普段<rt>ふだん</rt></ruby>はＴシャツとジーンズを <ruby>着<rt>き</rt></ruby>ています。,I usually wear a T-shirt and jeans.,adverb
ほぼ<div class="hint">almost; nearly</div>,ほぼ,almost; nearly,<ruby>仕事<rt>しごと</rt></ruby>がほぼ <ruby>終<rt>お</rt></ruby>わりました。,My work is almost finished.,adverb
大学院<div class="hint">graduate school</div>,だいがくいん,graduate school,<ruby>彼<rt>かれ</rt></ruby>は <ruby>大学院<rt>だいがくいん</rt></ruby>に <ruby>進<rt>すす</rt></ruby>みました。,He's gone on to graduate school.,noun
医者<div class="hint">doctor</div>,いしゃ,doctor,<ruby>私<rt>わたし</rt></ruby>は <ruby>医者<rt>いしゃ</rt></ruby>に <ruby>相談<rt>そうだん</rt></ruby>した。,I consulted the doctor.,noun
歯医者<div class="hint">dentist</div>,はいしゃ,dentist,<ruby>私<rt>わたし</rt></ruby>は <ruby>歯医者<rt>はいしゃ</rt></ruby>が <ruby>嫌<rt>きら</rt></ruby>いです。,I hate the dentist.,noun
理科<div class="hint">science</div>,りか,science,<ruby>私<rt>わたし</rt></ruby>は <ruby>理科<rt>りか</rt></ruby>が <ruby>得意<rt>とくい</rt></ruby>です。,I'm good at science.,noun
グラフ<div class="hint">chart; graph</div>,ぐらふ,chart; graph,<ruby>彼<rt>かれ</rt></ruby>は <ruby>売上<rt>うりあげ</rt></ruby>をグラフにした。,He made a chart of the sales figures.,noun
疲れる<div class="hint">get tired; become fatigued</div>,つかれる,get tired; become fatigued,<ruby>今日<rt>きょう</rt></ruby>は <ruby>疲<rt>つか</rt></ruby>れました。,I'm tired today.,verb
痛み<div class="hint">pain; ache</div>,いたみ,pain; ache,<ruby>背中<rt>せなか</rt></ruby>に <ruby>痛<rt>いた</rt></ruby>みがあります。,I have a pain in my back.,noun
禁煙<div class="hint">non-smoking</div>,きんえん,non-smoking,<ruby>彼<rt>かれ</rt></ruby>は <ruby>今<rt>いま</rt></ruby>、 <ruby>禁煙<rt>きんえん</rt></ruby>しています。,He's quit smoking now.,verbal noun
ばか<div class="hint">foolish; stupid</div>,ばか,foolish; stupid,<ruby>私<rt>わたし</rt></ruby>はばかだった。,I was foolish.,adjectival noun
酔っ払う<div class="hint">get drunk</div>,よっぱらう,get drunk,ゆうべは <ruby>酔<rt>よ</rt></ruby>っ <ruby>払<rt>ぱら</rt></ruby>いました。,I got drunk last night.,verb
酔っ払い<div class="hint">drunkard; drunk</div>,よっぱらい,drunkard; drunk,<ruby>彼<rt>かれ</rt></ruby>はただの <ruby>酔<rt>よ</rt></ruby>っ <ruby>払<rt>ぱら</rt></ruby>いです。,He's just a drunkard.,noun
危ない<div class="hint">dangerous</div>,あぶない,dangerous,その <ruby>道<rt>みち</rt></ruby>は <ruby>車<rt>くるま</rt></ruby>が <ruby>多<rt>おお</rt></ruby>くて <ruby>危<rt>あぶ</rt></ruby>ない。,There are many cars on that road; so it's dangerous.,adjective
注文<div class="hint">order</div>,ちゅうもん,order,レストランでピザを <ruby>注文<rt>ちゅうもん</rt></ruby>しました。,I ordered pizza at the restaurant.,verbal noun
あんなに<div class="hint">that much; such</div>,あんなに,that much; such,あんなにいい <ruby>人<rt>ひと</rt></ruby>はいません。,I've never seen such a good-hearted person.,adverb
注目<div class="hint">attention; notice</div>,ちゅうもく,attention; notice,<ruby>私<rt>わたし</rt></ruby>たちはその <ruby>会社<rt>かいしゃ</rt></ruby>に <ruby>注目<rt>ちゅうもく</rt></ruby>している。,We have our eyes on that company.,verbal noun
確かめる<div class="hint">check; confirm</div>,たしかめる,check; confirm,<ruby>母<rt>はは</rt></ruby>はお <ruby>釣<rt>つ</rt></ruby>りを <ruby>確<rt>たし</rt></ruby>かめたの。,My mother checked the change.,verb
機能<div class="hint">function; feature</div>,きのう,function; feature,このソフトにはいろいろな <ruby>機能<rt>きのう</rt></ruby>があります。,This software has a variety of features.,verbal noun
ちゃんと<div class="hint">correctly; properly</div>,ちゃんと,correctly; properly,<ruby>朝食<rt>ちょうしょく</rt></ruby>はちゃんと <ruby>食<rt>た</rt></ruby>べましたか。,Did you eat a good breakfast?,adverb
食器<div class="hint">tableware</div>,しょっき,tableware,<ruby>食器<rt>しょっき</rt></ruby>を <ruby>全部<rt>ぜんぶ</rt></ruby> <ruby>新<rt>あたら</rt></ruby>しくしました。,I bought new tableware and replaced the old one.,noun
材料<div class="hint">material; ingredient</div>,ざいりょう,material; ingredient,サラダの <ruby>材料<rt>ざいりょう</rt></ruby>をそろえました。,I have all the ingredients for the salad.,noun
具体的<div class="hint">concrete; specific</div>,ぐたいてき,concrete; specific,<ruby>具体<rt>ぐたい</rt></ruby> <ruby>的<rt>てき</rt></ruby>な <ruby>例<rt>れい</rt></ruby>をいくつか <ruby>見<rt>み</rt></ruby>せてください。,Please show me some specific examples.,adjectival noun
具合<div class="hint">condition; health</div>,ぐあい,condition; health,<ruby>今日<rt>きょう</rt></ruby>は <ruby>体<rt>からだ</rt></ruby>の <ruby>具合<rt>ぐあい</rt></ruby>が <ruby>悪<rt>わる</rt></ruby>いです。,I'm not feeling well today.,noun
のんびり<div class="hint">take it easy</div>,のんびり,take it easy,<ruby>休<rt>やす</rt></ruby>みの <ruby>日<rt>ひ</rt></ruby>は <ruby>家<rt>うち</rt></ruby>でのんびり <ruby>過<rt>す</rt></ruby>ごします。,I spend my days off relaxing at home.,adverb
備える<div class="hint">provide for; prepare for</div>,そなえる,provide for; prepare for,<ruby>災害<rt>さいがい</rt></ruby>に <ruby>備<rt>そな</rt></ruby>えて <ruby>大量<rt>たいりょう</rt></ruby>の <ruby>水<rt>みず</rt></ruby>を <ruby>買<rt>か</rt></ruby>い <ruby>込<rt>こ</rt></ruby>んだ。,I bought a large quantity of water to prepare for disasters.,verb
公開<div class="hint">opening (to the public)</div>,こうかい,opening (to the public),その <ruby>映画<rt>えいが</rt></ruby>は <ruby>今日<rt>きょう</rt></ruby>、 <ruby>公開<rt>こうかい</rt></ruby>されます。,The movie opens today.,verbal noun
動物園<div class="hint">zoo</div>,どうぶつえん,zoo,<ruby>昨日<rt>きのう</rt></ruby> <ruby>子供<rt>こども</rt></ruby>たちと <ruby>動物<rt>どうぶつ</rt></ruby> <ruby>園<rt>えん</rt></ruby>に <ruby>行<rt>い</rt></ruby>きました。,I went to the zoo with my kids yesterday.,noun
祭り<div class="hint">festival</div>,まつり,festival,<ruby>彼女<rt>かのじょ</rt></ruby>は <ruby>祭<rt>まつ</rt></ruby>りが <ruby>大好<rt>だいす</rt></ruby>きです。,She loves festivals.,noun
サッカー<div class="hint">soccer; football</div>,さっかー,soccer; football,<ruby>彼<rt>かれ</rt></ruby>はサッカーの <ruby>選手<rt>せんしゅ</rt></ruby>です。,He's a soccer player.,noun
航空便<div class="hint">airmail; airfreight</div>,こうくうびん,airmail; airfreight,<ruby>航空<rt>こうくう</rt></ruby> <ruby>便<rt>びん</rt></ruby>で <ruby>書類<rt>しょるい</rt></ruby>が <ruby>届<rt>とど</rt></ruby>きました。,The document was delivered by airmail.,noun
船<div class="hint">ship; vessel</div>,ふね,ship; vessel,<ruby>私<rt>わたし</rt></ruby>たちは <ruby>船<rt>ふね</rt></ruby>に <ruby>乗<rt>の</rt></ruby>った。,We got on the ship.,noun
