閉まる,しまる,be shut; be closed,お <ruby>店<rt>みせ</rt></ruby>はもう <ruby>閉<rt>し</rt></ruby>まっていました。,The store was already closed.
聞く,きく,hear; ask,<ruby>彼女<rt>かのじょ</rt></ruby>はラジオを <ruby>聞<rt>き</rt></ruby>いています。,She's listening to the radio.
聞こえる,きこえる,hear; be heard,<ruby>隣<rt>となり</rt></ruby>の <ruby>部屋<rt>へや</rt></ruby>からテレビの <ruby>音<rt>おと</rt></ruby>が <ruby>聞<rt>き</rt></ruby>こえる。,I can hear the sound of TV from the next room.
つける,つける,switch on; turn on,<ruby>電気<rt>でんき</rt></ruby>をつけてください。,Please turn on the light.
食べる,たべる,eat,<ruby>昨日<rt>きのう</rt></ruby>タイカレーを <ruby>食<rt>た</rt></ruby>べました。,I had Thai curry yesterday.
飲む,のむ,drink,<ruby>友達<rt>ともだち</rt></ruby>とお <ruby>酒<rt>さけ</rt></ruby>を <ruby>飲<rt>の</rt></ruby>んでいます。,I'm drinking sake with my friend.
買う,かう,buy,<ruby>郵便<rt>ゆうびん</rt></ruby> <ruby>局<rt>きょく</rt></ruby>で <ruby>切手<rt>きって</rt></ruby>を <ruby>買<rt>か</rt></ruby>いました。,I bought a stamp at the post office.
見る,みる,see; look at,<ruby>私<rt>わたし</rt></ruby>は <ruby>絵<rt>え</rt></ruby>を <ruby>見<rt>み</rt></ruby>るのが <ruby>好<rt>す</rt></ruby>きです。,I like looking at pictures.
見せる,みせる,show,その <ruby>写真<rt>しゃしん</rt></ruby>を <ruby>見<rt>み</rt></ruby>せてください。,Please show me those pictures.
見つける,みつける,find,<ruby>新<rt>あたら</rt></ruby>しい <ruby>仕事<rt>しごと</rt></ruby>を <ruby>見<rt>み</rt></ruby>つけました。,I found a new job.
見える,みえる,be visible; can see,ここから <ruby>富士山<rt>ふじさん</rt></ruby>がよく <ruby>見<rt>み</rt></ruby>えます。,You can see Mount Fuji well from here.
見つかる,みつかる,be found; be caught,メガネが <ruby>見<rt>み</rt></ruby>つかりません。,I can't find my glasses.
言う,いう,say; tell,<ruby>上司<rt>じょうし</rt></ruby>が「 <ruby>一杯<rt>いっぱい</rt></ruby>、 <ruby>飲<rt>の</rt></ruby>もう」と <ruby>言<rt>い</rt></ruby>った。,My boss said: "Let's have a drink."
話す,はなす,speak; talk,<ruby>母<rt>はは</rt></ruby>と <ruby>電話<rt>でんわ</rt></ruby>で <ruby>話<rt>はな</rt></ruby>しました。,I spoke to my mother on the phone.
読む,よむ,read,<ruby>彼女<rt>かのじょ</rt></ruby>は <ruby>雑誌<rt>ざっし</rt></ruby>を <ruby>読<rt>よ</rt></ruby>んでいます。,She's reading a magazine.
書く,かく,write,<ruby>彼<rt>かれ</rt></ruby>に <ruby>手紙<rt>てがみ</rt></ruby>を <ruby>書<rt>か</rt></ruby>きました。,I wrote him a letter.
覚える,おぼえる,memorize; learn,<ruby>妹<rt>いもうと</rt></ruby>は <ruby>平仮名<rt>ひらがな</rt></ruby>を <ruby>全部<rt>ぜんぶ</rt></ruby> <ruby>覚<rt>おぼ</rt></ruby>えました。,My little sister learned all hiragana.
会う,あう,meet,また <ruby>会<rt>あ</rt></ruby>いましょう。,Let's meet again.
話し合う,はなしあう,discuss; talk over,<ruby>私<rt>わたし</rt></ruby>たちはよく <ruby>話<rt>はな</rt></ruby>し <ruby>合<rt>あ</rt></ruby>いました。,We often talked to each other.
合う,あう,fit; match,この <ruby>靴<rt>くつ</rt></ruby>は <ruby>私<rt>わたし</rt></ruby>の <ruby>足<rt>あし</rt></ruby>に <ruby>合<rt>あ</rt></ruby>っている。,These shoes fit me.
通う,かよう,go to and from; frequent a place,<ruby>私<rt>わたし</rt></ruby>はジムに <ruby>通<rt>かよ</rt></ruby>っています。,I go to a gym.
もつ,もつ,last long; be durable,この <ruby>車<rt>くるま</rt></ruby>はよくもっているね。,This car has lasted a long time.
通る,とおる,pass; go through,<ruby>毎日<rt>まいにち</rt></ruby>、この <ruby>道<rt>みち</rt></ruby>を <ruby>通<rt>とお</rt></ruby>ります。,I take this road every day.
止める,やめる,stop; give up,<ruby>話<rt>はな</rt></ruby>すのを <ruby>止<rt>や</rt></ruby>めてください。,Stop talking; please.
止まる,とまる,come to a stop; cease,<ruby>今朝<rt>けさ</rt></ruby>、 <ruby>事故<rt>じこ</rt></ruby>で <ruby>電車<rt>でんしゃ</rt></ruby>が <ruby>止<rt>と</rt></ruby>まりました。,The train stopped this morning due to an accident.
止む,やむ,stop; cease,<ruby>雨<rt>あめ</rt></ruby>が <ruby>止<rt>や</rt></ruby>みました。,The rain stopped.
歩く,あるく,walk; go on foot,<ruby>駅<rt>えき</rt></ruby>まで <ruby>歩<rt>ある</rt></ruby>きましょう。,Let's walk to the station.
走る,はしる,run,<ruby>彼<rt>かれ</rt></ruby>は <ruby>毎晩<rt>まいばん</rt></ruby>３キロ <ruby>走<rt>はし</rt></ruby>っています。,Every night he runs three kilometers.
渡す,わたす,hand over; give,<ruby>彼<rt>かれ</rt></ruby>に <ruby>手紙<rt>てがみ</rt></ruby>を <ruby>渡<rt>わた</rt></ruby>しました。,I handed him the letter.
やる,やる,give (to an inferior),<ruby>犬<rt>いぬ</rt></ruby>にえさをやった。,I fed the dog.
有る,ある,exist; there is,<ruby>私<rt>わたし</rt></ruby>の <ruby>机<rt>つくえ</rt></ruby>の <ruby>上<rt>うえ</rt></ruby>に <ruby>書類<rt>しょるい</rt></ruby>がたくさん <ruby>有<rt>あ</rt></ruby>ります。,There are a lot of documents on my desk.
無くす,なくす,lose; get rid of,<ruby>今日<rt>きょう</rt></ruby>、 <ruby>鍵<rt>かぎ</rt></ruby>を <ruby>無<rt>な</rt></ruby>くしました。,I lost my key today.
作る,つくる,make; create,<ruby>今<rt>いま</rt></ruby>、 <ruby>朝<rt>あさ</rt></ruby>ご <ruby>飯<rt>はん</rt></ruby>を <ruby>作<rt>つく</rt></ruby>っています。,I'm making breakfast now.
使う,つかう,use,このパソコンを <ruby>使<rt>つか</rt></ruby>ってください。,Please use this computer.
消す,けす,switch off; turn off,<ruby>昼間<rt>ひるま</rt></ruby>は <ruby>電気<rt>でんき</rt></ruby>を <ruby>消<rt>け</rt></ruby>してください。,Please turn the lights off during the day.
消える,きえる,be extinguished; disappear,<ruby>突然<rt>とつぜん</rt></ruby>、 <ruby>電気<rt>でんき</rt></ruby>が <ruby>消<rt>き</rt></ruby>えた。,Suddenly the lights went out.
売る,うる,sell,<ruby>彼<rt>かれ</rt></ruby>は <ruby>家<rt>いえ</rt></ruby>を <ruby>売<rt>う</rt></ruby>った。,He sold the house.
売れる,うれる,sell; be in demand,<ruby>今年<rt>ことし</rt></ruby>の <ruby>夏<rt>なつ</rt></ruby>はクーラーがよく <ruby>売<rt>う</rt></ruby>れた。,Air conditioners sold well this summer.
思う,おもう,think,<ruby>私<rt>わたし</rt></ruby>もそう <ruby>思<rt>おも</rt></ruby>います。,I think so; too.
思い出す,おもいだす,recollect; recall,<ruby>大切<rt>たいせつ</rt></ruby>な <ruby>用事<rt>ようじ</rt></ruby>を <ruby>思<rt>おも</rt></ruby>い <ruby>出<rt>だ</rt></ruby>しました。,I just remembered something important I need to take care of.
忘れる,わすれる,forget; leave behind,<ruby>約束<rt>やくそく</rt></ruby>を <ruby>忘<rt>わす</rt></ruby>れないでください。,Please don't forget our promise.
考える,かんがえる,think; consider,よく <ruby>考<rt>かんが</rt></ruby>えてください。,Please think carefully.
決める,きめる,decide; agree upon,<ruby>帰国<rt>きこく</rt></ruby>することに <ruby>決<rt>き</rt></ruby>めました。,I've decided to go back to my country.
決まる,きまる,be decided,<ruby>旅行<rt>りょこう</rt></ruby>の <ruby>日程<rt>にってい</rt></ruby>が <ruby>決<rt>き</rt></ruby>まりました。,I've decided on my travel schedule.
知る,しる,know,<ruby>誰<rt>だれ</rt></ruby>もその <ruby>話<rt>はなし</rt></ruby>を <ruby>知<rt>し</rt></ruby>らない。,No one knows that story.
住む,すむ,live; reside,<ruby>彼<rt>かれ</rt></ruby>は <ruby>会社<rt>かいしゃ</rt></ruby>の <ruby>近<rt>ちか</rt></ruby>くに <ruby>住<rt>す</rt></ruby>んでいる。,He lives near his office.
送る,おくる,send,<ruby>彼<rt>かれ</rt></ruby>の <ruby>家<rt>いえ</rt></ruby>に <ruby>荷物<rt>にもつ</rt></ruby>を <ruby>送<rt>おく</rt></ruby>りました。,I sent a package to his house.
取る,とる,take; get,テストでいい <ruby>点<rt>てん</rt></ruby>を <ruby>取<rt>と</rt></ruby>った。,I got a good score on the test.
受け取る,うけとる,receive; get,<ruby>彼<rt>かれ</rt></ruby>からメールを <ruby>受<rt>う</rt></ruby>け <ruby>取<rt>と</rt></ruby>りました。,I got an email from him.
届く,とどく,reach; be received,<ruby>昨日<rt>きのう</rt></ruby>、 <ruby>父<rt>ちち</rt></ruby>から <ruby>手紙<rt>てがみ</rt></ruby>が <ruby>届<rt>とど</rt></ruby>いた。,I got a letter from my father yesterday.
待つ,まつ,wait; wait for,あなたが <ruby>来<rt>く</rt></ruby>るのを <ruby>待<rt>ま</rt></ruby>っています。,I am waiting for you to come.
持つ,もつ,have; possess,<ruby>私<rt>わたし</rt></ruby>は <ruby>車<rt>くるま</rt></ruby>を <ruby>持<rt>も</rt></ruby>っています。,I have a car.
持って行く,もっていく,take,<ruby>水<rt>みず</rt></ruby>を <ruby>持<rt>も</rt></ruby>って <ruby>行<rt>い</rt></ruby>きましょう。,Let's bring some water.
打つ,うつ,hit; strike,<ruby>転<rt>ころ</rt></ruby>んでひざを <ruby>打<rt>う</rt></ruby>ちました。,I fell down and hit my knee.
生まれる,うまれる,be born; come into existence,<ruby>姉<rt>あね</rt></ruby> <ruby>夫婦<rt>ふうふ</rt></ruby>に <ruby>男<rt>おとこ</rt></ruby>の <ruby>子<rt>こ</rt></ruby>が <ruby>生<rt>う</rt></ruby>まれました。,My sister and her husband had a baby boy.
生きる,いきる,live (one's life),<ruby>皆<rt>みな</rt></ruby> <ruby>一生懸命<rt>いっしょうけんめい</rt></ruby> <ruby>生<rt>い</rt></ruby>きている。,They're all doing the best they can to live their life.
教える,おしえる,teach; tell,<ruby>彼<rt>かれ</rt></ruby>は <ruby>数学<rt>すうがく</rt></ruby>を <ruby>教<rt>おし</rt></ruby>えています。,He teaches mathematics.
育てる,そだてる,bring up; raise,<ruby>彼女<rt>かのじょ</rt></ruby>は <ruby>三<rt>さん</rt></ruby> <ruby>人<rt>にん</rt></ruby>の <ruby>子<rt>こ</rt></ruby>を <ruby>育<rt>そだ</rt></ruby>てました。,She raised three children.
引く,ひく,draw; pull,このドアは <ruby>引<rt>ひ</rt></ruby>いてください。,Please pull this door open.
押す,おす,push; press down,<ruby>後<rt>うし</rt></ruby>ろから <ruby>押<rt>お</rt></ruby>すと <ruby>危<rt>あぶ</rt></ruby>ないですよ。,It's dangerous to push from behind.
慣れる,なれる,grow accustomed to; get used to,<ruby>新<rt>あたら</rt></ruby>しい <ruby>家<rt>いえ</rt></ruby>にはもう <ruby>慣<rt>な</rt></ruby>れましたか。,Have you gotten used to the new house yet?
回る,まわる,turn round; go around,<ruby>月<rt>つき</rt></ruby>は <ruby>地球<rt>ちきゅう</rt></ruby>のまわりを <ruby>回<rt>まわ</rt></ruby>っています。,The moon spins around the earth.
勝つ,かつ,win,<ruby>今日<rt>きょう</rt></ruby>はヤンキースが <ruby>勝<rt>か</rt></ruby>った。,The Yankees won today.
負ける,まける,lose,<ruby>私<rt>わたし</rt></ruby>たちのチームはその <ruby>試合<rt>しあい</rt></ruby>で <ruby>負<rt>ま</rt></ruby>けた。,Our team lost the game.
当たる,あたる,hit; strike,ボールが <ruby>彼<rt>かれ</rt></ruby>の <ruby>頭<rt>あたま</rt></ruby>に <ruby>当<rt>あ</rt></ruby>たった。,The ball hit him on the head.
要る,いる,need; require,<ruby>予約<rt>よやく</rt></ruby>は <ruby>要<rt>い</rt></ruby>りません。,Reservations are not required.
残す,のこす,leave; leave undone,<ruby>彼女<rt>かのじょ</rt></ruby>はメッセージを <ruby>残<rt>のこ</rt></ruby>しました。,She left a message.
残る,のこる,remain; be left over,<ruby>料理<rt>りょうり</rt></ruby>がたくさん <ruby>残<rt>のこ</rt></ruby>りました。,A lot of food was left over.
払う,はらう,pay,<ruby>私<rt>わたし</rt></ruby>が <ruby>払<rt>はら</rt></ruby>いましょう。,I'll pay for that.
返す,かえす,return; repay,<ruby>図書館<rt>としょかん</rt></ruby>に <ruby>本<rt>ほん</rt></ruby>を <ruby>返<rt>かえ</rt></ruby>した。,I returned the book to the library.
借りる,かりる,borrow,<ruby>彼<rt>かれ</rt></ruby>にビデオを <ruby>借<rt>か</rt></ruby>りました。,I borrowed a video from him.
急ぐ,いそぐ,hurry; do quickly,<ruby>私<rt>わたし</rt></ruby>たちは <ruby>駅<rt>えき</rt></ruby>へ <ruby>急<rt>いそ</rt></ruby>ぎました。,We hurried to the station.
切る,きる,cut,この <ruby>紙<rt>かみ</rt></ruby>を <ruby>半分<rt>はんぶん</rt></ruby>に <ruby>切<rt>き</rt></ruby>ってください。,Please cut this paper in half.
つく,つく,be on; be switched on,<ruby>部屋<rt>へや</rt></ruby>の <ruby>電気<rt>でんき</rt></ruby>がついています。,The room light is on.
切れる,きれる,cut well; be sharp,このはさみはよく <ruby>切<rt>き</rt></ruby>れますね。,These scissors cut well.
代わる,かわる,substitute; be substituted for,<ruby>上司<rt>じょうし</rt></ruby>に <ruby>代<rt>か</rt></ruby>わって <ruby>会議<rt>かいぎ</rt></ruby>に <ruby>出<rt>で</rt></ruby>た。,I attended the conference in place of my boss.
変える,かえる,change (something); alter,<ruby>旅行<rt>りょこう</rt></ruby>の <ruby>日程<rt>にってい</rt></ruby>を <ruby>変<rt>か</rt></ruby>えました。,I changed my travel schedule.
変わる,かわる,change; turn into,<ruby>信号<rt>しんごう</rt></ruby>が <ruby>青<rt>あお</rt></ruby>に <ruby>変<rt>か</rt></ruby>わりました。,The traffic light turned green.
増える,ふえる,increase; accrue,この <ruby>町<rt>まち</rt></ruby>は <ruby>人口<rt>じんこう</rt></ruby>が <ruby>増<rt>ふ</rt></ruby>えた。,The population in this town has increased.
増やす,ふやす,increase; add,あの <ruby>町<rt>まち</rt></ruby>は <ruby>緑<rt>みどり</rt></ruby>を <ruby>増<rt>ふ</rt></ruby>やしています。,That town is increasing its greenery.
減る,へる,decrease; diminish,<ruby>体重<rt>たいじゅう</rt></ruby>がかなり <ruby>減<rt>へ</rt></ruby>りました。,I've lost a lot of weight.
乗る,のる,ride; take,<ruby>駅<rt>えき</rt></ruby>からはタクシーに <ruby>乗<rt>の</rt></ruby>ってください。,Please take a taxi from the station.
降る,ふる,fall; come down,<ruby>明日<rt>あす</rt></ruby>は <ruby>雨<rt>あめ</rt></ruby>が <ruby>降<rt>ふ</rt></ruby>るでしょう。,It will rain tomorrow.
降りる,おりる,get off; land,<ruby>次<rt>つぎ</rt></ruby>の <ruby>駅<rt>えき</rt></ruby>で <ruby>降<rt>お</rt></ruby>ります。,I get off at the next station.
着る,きる,wear; put on,<ruby>今日<rt>きょう</rt></ruby>はスーツを <ruby>着<rt>き</rt></ruby>ています。,I'm wearing a suit today.
着く,つく,arrive at; reach,<ruby>午後<rt>ごご</rt></ruby>８ <ruby>時<rt>じ</rt></ruby>に <ruby>大阪<rt>おおさか</rt></ruby>に <ruby>着<rt>つ</rt></ruby>きます。,I will arrive in Osaka at 8:00 pm.
立つ,たつ,stand; rise,<ruby>彼<rt>かれ</rt></ruby>はステージに <ruby>立<rt>た</rt></ruby>った。,He stood on stage.
目立つ,めだつ,stand out; be conspicuous,<ruby>彼女<rt>かのじょ</rt></ruby>の <ruby>大<rt>おお</rt></ruby>きな <ruby>帽子<rt>ぼうし</rt></ruby>はとても <ruby>目立<rt>めだ</rt></ruby>つ。,Her big hat really stands out.
立てる,たてる,stand; set up,<ruby>彼<rt>かれ</rt></ruby>はケーキにろうそくを <ruby>立<rt>た</rt></ruby>てた。,He placed the candles on the cake.
座る,すわる,sit; sit down,<ruby>私<rt>わたし</rt></ruby>は <ruby>窓側<rt>まどがわ</rt></ruby>の <ruby>席<rt>せき</rt></ruby>に <ruby>座<rt>すわ</rt></ruby>った。,I sat in a window seat.
運ぶ,はこぶ,carry; transport,いすを２ <ruby>階<rt>かい</rt></ruby>に <ruby>運<rt>はこ</rt></ruby>んでください。,Please carry the chair to the second floor.
移す,うつす,move; transfer,<ruby>机<rt>つくえ</rt></ruby>を <ruby>窓<rt>まど</rt></ruby>の <ruby>傍<rt>そば</rt></ruby>に <ruby>移<rt>うつ</rt></ruby>しました。,I moved the desk near the window.
動く,うごく,move,<ruby>動<rt>うご</rt></ruby>かないで。,Freeze!
動かす,うごかす,move (something),<ruby>部屋<rt>へや</rt></ruby>の <ruby>家具<rt>かぐ</rt></ruby>を <ruby>動<rt>うご</rt></ruby>かしました。,I moved the furniture in the room.
働く,はたらく,work,<ruby>姉<rt>あね</rt></ruby>は <ruby>銀行<rt>ぎんこう</rt></ruby>で <ruby>働<rt>はたら</rt></ruby>いています。,My big sister works at a bank.
遅れる,おくれる,be late,<ruby>今朝<rt>けさ</rt></ruby> <ruby>彼女<rt>かのじょ</rt></ruby>は <ruby>学校<rt>がっこう</rt></ruby>に <ruby>遅<rt>おく</rt></ruby>れました。,She was late for school this morning.
始める,はじめる,start (something),テストを <ruby>始<rt>はじ</rt></ruby>めてください。,Please start the test.
始まる,はじまる,begin,<ruby>新<rt>あたら</rt></ruby>しい <ruby>仕事<rt>しごと</rt></ruby>が <ruby>始<rt>はじ</rt></ruby>まりました。,I started a new job.
終わる,おわる,finish; end,<ruby>会議<rt>かいぎ</rt></ruby>は４ <ruby>時<rt>じ</rt></ruby>に <ruby>終<rt>お</rt></ruby>わります。,The conference ends at four o'clock.
楽しむ,たのしむ,enjoy,<ruby>今日<rt>きょう</rt></ruby>は <ruby>一人<rt>ひとり</rt></ruby>の <ruby>時間<rt>じかん</rt></ruby>を <ruby>楽<rt>たの</rt></ruby>しみたい。,Today I want to enjoy some time to myself.
歌う,うたう,sing,<ruby>私<rt>わたし</rt></ruby>たちは <ruby>大<rt>おお</rt></ruby>きな <ruby>声<rt>こえ</rt></ruby>で <ruby>歌<rt>うた</rt></ruby>いました。,We sang loudly.
ごちそうする,ごちそうする,treat,<ruby>今日<rt>きょう</rt></ruby>の <ruby>夕食<rt>ゆうしょく</rt></ruby>は <ruby>私<rt>わたし</rt></ruby>がご <ruby>馳走<rt>ちそう</rt></ruby>します。,I'll treat you to dinner tonight.
直る,なおる,be repaired; get fixed,クーラーはまだ <ruby>直<rt>なお</rt></ruby>りません。,The air conditioner hasn't been repaired yet.
直す,なおす,repair; fix,<ruby>私<rt>わたし</rt></ruby>がそれを <ruby>直<rt>なお</rt></ruby>しました。,I mended it.
曲がる,まがる,make a turn; turn,そこを <ruby>左<rt>ひだり</rt></ruby>に <ruby>曲<rt>ま</rt></ruby>がってください。,Please turn left there.
違う,ちがう,differ; be wrong,<ruby>答<rt>こた</rt></ruby>えが <ruby>違<rt>ちが</rt></ruby>います。,The answer is wrong.
間違える,まちがえる,mistake,<ruby>電話<rt>でんわ</rt></ruby> <ruby>番号<rt>ばんごう</rt></ruby>を <ruby>間違<rt>まちが</rt></ruby>えました。,I called the wrong number.
似ている,にている,look like; resemble,<ruby>私<rt>わたし</rt></ruby>は <ruby>母<rt>はは</rt></ruby>に <ruby>似<rt>に</rt></ruby>ています。,I resemble my mother.
こぼれる,こぼれる,spill; overflow,<ruby>彼女<rt>かのじょ</rt></ruby>の <ruby>目<rt>め</rt></ruby>から <ruby>涙<rt>なみだ</rt></ruby>がこぼれた。,Tears rolled down from her eyes.
泊まる,とまる,stay overnight,<ruby>今日<rt>きょう</rt></ruby>はこのホテルに <ruby>泊<rt>と</rt></ruby>まります。,I'm staying at this hotel today.
遊ぶ,あそぶ,play,<ruby>子供<rt>こども</rt></ruby>たちが <ruby>公園<rt>こうえん</rt></ruby>で <ruby>遊<rt>あそ</rt></ruby>んでいる。,Kids are playing in the park.
信じる,しんじる,believe; trust,<ruby>彼<rt>かれ</rt></ruby>はキリストを <ruby>信<rt>しん</rt></ruby>じている。,He believes in Jesus Christ.
頼む,たのむ,order; ask for,<ruby>私<rt>わたし</rt></ruby>はハンバーガーを <ruby>頼<rt>たの</rt></ruby>みました。,I ordered a hamburger.
答える,こたえる,give an answer,<ruby>私<rt>わたし</rt></ruby>の <ruby>質問<rt>しつもん</rt></ruby>に <ruby>答<rt>こた</rt></ruby>えてください。,Please answer my question.
並ぶ,ならぶ,line up; be parallel,ここに <ruby>並<rt>なら</rt></ruby>んでください。,Please line up here.
並べる,ならべる,line up; arrange,<ruby>私<rt>わたし</rt></ruby>は <ruby>料理<rt>りょうり</rt></ruby>をテーブルに <ruby>並<rt>なら</rt></ruby>べた。,I arranged the food on the table.
死ぬ,しぬ,die,<ruby>犬<rt>いぬ</rt></ruby>が <ruby>病気<rt>びょうき</rt></ruby>で <ruby>死<rt>し</rt></ruby>にました。,Our dog died of disease.
亡くなる,なくなる,die; pass away,おととい、 <ruby>昔<rt>むかし</rt></ruby>の <ruby>友人<rt>ゆうじん</rt></ruby>が <ruby>亡<rt>な</rt></ruby>くなった。,Their old friend died the day before yesterday.
飛ぶ,とぶ,fly,<ruby>鳥<rt>とり</rt></ruby>が <ruby>飛<rt>と</rt></ruby>んでいます。,There's a bird flying.
調べる,しらべる,investigate; check,この <ruby>単語<rt>たんご</rt></ruby>の <ruby>意味<rt>いみ</rt></ruby>を <ruby>辞書<rt>じしょ</rt></ruby>で <ruby>調<rt>しら</rt></ruby>べましょう。,Let's look up the meaning of this word in a dictionary.
連れて行く,つれていく,take along; bring along (a person),<ruby>私<rt>わたし</rt></ruby>も <ruby>連<rt>つ</rt></ruby>れて <ruby>行<rt>い</rt></ruby>ってください。,Please take me along.
連れて来る,つれてくる,bring (a person),<ruby>息子<rt>むすこ</rt></ruby>が <ruby>友達<rt>ともだち</rt></ruby>を <ruby>連<rt>つ</rt></ruby>れて <ruby>来<rt>き</rt></ruby>ました。,My son brought a friend.
