固い,かたい,stiff; tight,<ruby>私<rt>わたし</rt></ruby>の <ruby>上司<rt>じょうし</rt></ruby>は <ruby>頭<rt>あたま</rt></ruby>が <ruby>固<rt>かた</rt></ruby>い。,My boss is stubborn.
美しい,うつくしい,beautiful,この <ruby>絵<rt>え</rt></ruby>は <ruby>美<rt>うつく</rt></ruby>しいです。,This picture is beautiful.
美味しい,おいしい,tasty,このケーキは <ruby>美味<rt>おい</rt></ruby>しいね。,This cake is yummy.
おかしい,おかしい,funny; comical,<ruby>彼<rt>かれ</rt></ruby>の <ruby>話<rt>はなし</rt></ruby>はおかしかった。,His story was funny.
狭い,せまい,narrow; small,<ruby>私<rt>わたし</rt></ruby>の <ruby>部屋<rt>へや</rt></ruby>は <ruby>狭<rt>せま</rt></ruby>いです。,My room is small.
ロマンチック,ろまんちっく,romantic,<ruby>彼女<rt>かのじょ</rt></ruby>はロマンチックな <ruby>人<rt>ひと</rt></ruby>です。,She's a romantic person.
きつい,きつい,tight; tough,このシャツは <ruby>少<rt>すこ</rt></ruby>しきついです。,This shirt is a little tight.
四角い,しかくい,square,こっちの <ruby>四角<rt>しかく</rt></ruby>いテーブルを <ruby>買<rt>か</rt></ruby>おうよ。,Let's buy this square table over here.
おしゃべり,おしゃべり,talkative; chatty,<ruby>妹<rt>いもうと</rt></ruby>はとてもおしゃべりです。,My little sister's very talkative.
親しい,したしい,intimate; familiar,<ruby>週末<rt>しゅうまつ</rt></ruby>、 <ruby>親<rt>した</rt></ruby>しい <ruby>友達<rt>ともだち</rt></ruby>を <ruby>家<rt>いえ</rt></ruby>に <ruby>呼<rt>よ</rt></ruby>んだ。,I invited a good friend of mine to my house over the weekend.
危ない,あぶない,dangerous,その <ruby>道<rt>みち</rt></ruby>は <ruby>車<rt>くるま</rt></ruby>が <ruby>多<rt>おお</rt></ruby>くて <ruby>危<rt>あぶ</rt></ruby>ない。,There are many cars on that road; so it's dangerous.
浅い,あさい,shallow; superficial,この <ruby>川<rt>かわ</rt></ruby>は <ruby>浅<rt>あさ</rt></ruby>いです。,This river is shallow.
くすぐったい,くすぐったい,ticklish,<ruby>犬<rt>いぬ</rt></ruby>に <ruby>顔<rt>かお</rt></ruby>をなめられてくすぐったいよ。,It tickles to have my face licked by a dog.
苦い,にがい,bitter,<ruby>私<rt>わたし</rt></ruby>は <ruby>苦<rt>にが</rt></ruby>いコーヒーが <ruby>好<rt>す</rt></ruby>きです。,I like bitter coffee.
塩辛い,しおからい,salty,<ruby>海<rt>うみ</rt></ruby>の <ruby>水<rt>みず</rt></ruby>は <ruby>塩辛<rt>しおから</rt></ruby>い。,Sea water is salty.
濃い,こい,strong; concentrated,<ruby>私<rt>わたし</rt></ruby>は <ruby>濃<rt>こ</rt></ruby>い <ruby>味<rt>あじ</rt></ruby>が <ruby>好<rt>す</rt></ruby>きだ。,I like strong tastes.
可愛らしい,かわいらしい,lovely; charming,<ruby>彼女<rt>かのじょ</rt></ruby>は <ruby>娘<rt>むすめ</rt></ruby>に <ruby>可愛<rt>かわい</rt></ruby>らしい <ruby>服<rt>ふく</rt></ruby>を <ruby>作<rt>つく</rt></ruby>りましたね。,She made some lovely clothes for her daughter.
恥ずかしい,はずかしい,embarrassed; ashamed,とても <ruby>恥<rt>は</rt></ruby>ずかしかった。,It was very embarrassing.
くだらない,くだらない,worthless; trifling,くだらないおしゃべりはやめなさい。,Stop chattering.
かゆい,かゆい,itchy,<ruby>背中<rt>せなか</rt></ruby>がかゆいです。,My back itches.
激しい,はげしい,violent; intense,<ruby>激<rt>はげ</rt></ruby>しい <ruby>雨<rt>あめ</rt></ruby>が <ruby>降<rt>ふ</rt></ruby>っています。,It's raining heavily.
柔らかい,やわらかい,soft; gentle,<ruby>柔<rt>やわ</rt></ruby>らかい <ruby>日差<rt>ひざ</rt></ruby>しが <ruby>気持<rt>きも</rt></ruby>ちいいね。,Soft sunlight feels pleasant.
丸い,まるい,round,<ruby>地球<rt>ちきゅう</rt></ruby>は <ruby>丸<rt>まる</rt></ruby>い。,The earth is round.
恐ろしい,おそろしい,terrible; awful,<ruby>昨夜<rt>ゆうべ</rt></ruby> <ruby>恐<rt>おそ</rt></ruby>ろしい <ruby>夢<rt>ゆめ</rt></ruby>を <ruby>見<rt>み</rt></ruby>た。,I had a terrible dream last night.
怖い,こわい,scary; be afraid,<ruby>私<rt>わたし</rt></ruby>は <ruby>犬<rt>いぬ</rt></ruby>が <ruby>怖<rt>こわ</rt></ruby>いです。,I'm scared of dogs.
よろしい,よろしい,all right,レポートはこれでよろしいですか。,Is this report all right?
男らしい,おとこらしい,manly; masculine,<ruby>彼<rt>かれ</rt></ruby>は <ruby>男<rt>おとこ</rt></ruby>らしさを <ruby>心掛<rt>こころが</rt></ruby>けているね。,He's making an effort to appear manly.
女らしい,おんならしい,womanly; feminine,<ruby>彼女<rt>かのじょ</rt></ruby>は <ruby>女<rt>おんな</rt></ruby>らしい。,She's feminine.
図々しい,ずうずうしい,impudent; cheeky,<ruby>何<rt>なん</rt></ruby>て <ruby>図々<rt>ずうずう</rt></ruby>しい <ruby>人<rt>ひと</rt></ruby>なんだろう。,What a cheeky fellow!
もったいない,もったいない,wasteful; a shame,<ruby>食<rt>た</rt></ruby>べ <ruby>物<rt>もの</rt></ruby>を <ruby>残<rt>のこ</rt></ruby>してはもったいないわよ。,It's wasteful to leave food.
青白い,あおじろい,pale,<ruby>彼女<rt>かのじょ</rt></ruby>は <ruby>青白<rt>あおじろ</rt></ruby>い <ruby>顔<rt>かお</rt></ruby>をしているね。,Her face is pale.
