代える,かえる,substitute for,<ruby>社長<rt>しゃちょう</span></rt></ruby>に <ruby>代<rt>か</span></rt></ruby>えて <ruby>部長<rt>ぶちょう</span></rt></ruby>を <ruby>出席<rt>しゅっせき</span></rt></ruby>させます。,I'll have the department manager attend in place of the president.
減らす,へらす,reduce (something),<ruby>最近<rt>さいきん</span></rt></ruby>、 <ruby>食事<rt>しょくじ</span></rt></ruby>を <ruby>減<rt>へ</span></rt></ruby>らしています。,I've been eating less recently.
降ろす,おろす,unload; set down,<ruby>彼<rt>かれ</span></rt></ruby>は <ruby>車<rt>くるま</span></rt></ruby>から <ruby>荷物<rt>にもつ</span></rt></ruby>を <ruby>降<rt>お</span></rt></ruby>ろした。,He unloaded the luggage from the car.
着せる,きせる,dress (someone),<ruby>娘<rt>むすめ</span></rt></ruby>に <ruby>可愛<rt>かわい</span></rt></ruby>いドレスを <ruby>着<rt>き</span></rt></ruby>せた。,I dressed my daughter in a cute dress.
脱ぐ,ぬぐ,take off (clothes),<ruby>靴<rt>くつ</span></rt></ruby>を <ruby>脱<rt>ぬ</span></rt></ruby>いでください。,Please take off your shoes.
役に立つ,やくにたつ,be useful; be helpful,<ruby>私<rt>わたし</span></rt></ruby>は <ruby>人々<rt>ひとびと</span></rt></ruby>の <ruby>役<rt>やく</span></rt></ruby>に <ruby>立<rt>た</span></rt></ruby>ちたいと <ruby>思<rt>おも</span></rt></ruby>っています。,I want to be of service to others.
転ぶ,ころぶ,fall down; fall over,お <ruby>祖母<rt>ばあ</span></rt></ruby>ちゃんがお <ruby>風呂場<rt>ふろば</span></rt></ruby>で <ruby>転<rt>ころ</span></rt></ruby>んだ。,My grandma fell down in the bathroom.
移る,うつる,move; shift,<ruby>彼女<rt>かのじょ</span></rt></ruby>は <ruby>新<rt>あたら</span></rt></ruby>しい <ruby>会社<rt>かいしゃ</span></rt></ruby>に <ruby>移<rt>うつ</span></rt></ruby>った。,She moved to a new company.
過ぎる,すぎる,pass by; go past,<ruby>時<rt>とき</span></rt></ruby>が <ruby>過<rt>す</span></rt></ruby>ぎるのは <ruby>速<rt>はや</span></rt></ruby>い。,Time passes quickly.
つぶる,つぶる,close (eyes),<ruby>目<rt>め</span></rt></ruby>をつぶってください。,Close your eyes.
欲しがる,ほしがる,want; desire,<ruby>子供<rt>こども</span></rt></ruby>がジュースを <ruby>欲<rt>ほ</span></rt></ruby>しがっています。,My kid wants some juice.
写る,うつる,be photographed,このカメラはよく <ruby>写<rt>うつ</span></rt></ruby>りますよ。,This camera takes good pictures.
写す,うつす,copy; photograph,<ruby>彼<rt>かれ</span></rt></ruby>は <ruby>友達<rt>ともだち</span></rt></ruby>の <ruby>答<rt>こた</span></rt></ruby>えを <ruby>写<rt>うつ</span></rt></ruby>した。,He copied his friend's answers.
曲げる,まげる,bend (something),ひざを <ruby>曲<rt>ま</span></rt></ruby>げてください。,Please bend your knees.
間違う,まちがう,make a mistake; be wrong,あなたは <ruby>間違<rt>まちが</span></rt></ruby>っている。,You're wrong.
似合う,にあう,suit; match well,<ruby>彼女<rt>かのじょ</span></rt></ruby>は <ruby>着物<rt>きもの</span></rt></ruby>がよく <ruby>似合<rt>にあ</span></rt></ruby>います。,Kimono suits her well.
泊める,とめる,let (someone) stay over,<ruby>友達<rt>ともだち</span></rt></ruby>をうちに <ruby>泊<rt>と</span></rt></ruby>めてあげました。,I let my friend stay over at my house.
対する,たいする,face; be in response to,その <ruby>質問<rt>しつもん</span></rt></ruby>に <ruby>対<rt>たい</span></rt></ruby>する <ruby>答<rt>こた</span></rt></ruby>えが <ruby>見<rt>み</span></rt></ruby>つからなかった。,I couldn't find an answer to the question.
別れる,わかれる,separate; part,<ruby>駅<rt>えき</span></rt></ruby>で <ruby>友<rt>とも</span></rt></ruby>だちと <ruby>別<rt>わか</span></rt></ruby>れました。,I parted with my friend at the station.
疲れる,つかれる,get tired; become fatigued,<ruby>今日<rt>きょう</span></rt></ruby>は <ruby>疲<rt>つか</span></rt></ruby>れました。,I'm tired today.
酔っ払う,よっぱらう,get drunk,ゆうべは <ruby>酔<rt>よ</span></rt></ruby>っ <ruby>払<rt>ぱら</span></rt></ruby>いました。,I got drunk last night.
確かめる,たしかめる,check; confirm,<ruby>母<rt>はは</span></rt></ruby>はお <ruby>釣<rt>つ</span></rt></ruby>りを <ruby>確<rt>たし</span></rt></ruby>かめたの。,My mother checked the change.
備える,そなえる,provide for; prepare for,<ruby>災害<rt>さいがい</span></rt></ruby>に <ruby>備<rt>そな</span></rt></ruby>えて <ruby>大量<rt>たいりょう</span></rt></ruby>の <ruby>水<rt>みず</span></rt></ruby>を <ruby>買<rt>か</span></rt></ruby>い <ruby>込<rt>こ</span></rt></ruby>んだ。,I bought a large quantity of water to prepare for disasters.
願う,ねがう,wish; hope,<ruby>彼<rt>かれ</span></rt></ruby>が <ruby>元気<rt>げんき</span></rt></ruby>になるよう <ruby>願<rt>ねが</span></rt></ruby>っています。,I hope he gets well.
異なる,ことなる,differ,<ruby>彼<rt>かれ</span></rt></ruby>と <ruby>私<rt>わたし</span></rt></ruby>はいつも <ruby>意見<rt>いけん</span></rt></ruby>が <ruby>異<rt>こと</span></rt></ruby>なる。,He and I always have different opinions.
示す,しめす,show; indicate,<ruby>彼<rt>かれ</span></rt></ruby>は <ruby>新<rt>しん</span></rt></ruby> <ruby>製品<rt>せいひん</span></rt></ruby>に <ruby>興味<rt>きょうみ</span></rt></ruby>を <ruby>示<rt>しめ</span></rt></ruby>している。,He's showing interest in the new product.
登る,のぼる,climb; go up,<ruby>私<rt>わたし</span></rt></ruby>たちは <ruby>昨年<rt>さくねん</span></rt></ruby>、 <ruby>富士山<rt>ふじさん</span></rt></ruby>に <ruby>登<rt>のぼ</span></rt></ruby>りました。,We climbed Mount Fuji last year.
関する,かんする,relate to; regarding,その <ruby>問題<rt>もんだい</span></rt></ruby>に <ruby>関<rt>かん</span></rt></ruby>する <ruby>記事<rt>きじ</span></rt></ruby>を <ruby>読<rt>よ</span></rt></ruby>みました。,I read an article regarding that problem.
治す,なおす,cure (something),<ruby>早<rt>はや</span></rt></ruby>く <ruby>風邪<rt>かぜ</span></rt></ruby>を <ruby>治<rt>なお</span></rt></ruby>してください。,I hope your cold gets better soon.
悩む,なやむ,be troubled; suffer,<ruby>彼<rt>かれ</span></rt></ruby>は <ruby>受験<rt>じゅけん</span></rt></ruby>のことで <ruby>悩<rt>なや</span></rt></ruby>んでいます。,He's worried about entrance examinations.
組み立てる,くみたてる,set up; put together,<ruby>日曜日<rt>にちようび</span></rt></ruby>に <ruby>本棚<rt>ほんだな</span></rt></ruby>を <ruby>組<rt>く</span></rt></ruby>み <ruby>立<rt>た</span></rt></ruby>てます。,I'll build and set up the bookshelf on Sunday.
辞める,やめる,resign; leave (one's job); quit,<ruby>彼<rt>かれ</span></rt></ruby>は <ruby>会社<rt>かいしゃ</span></rt></ruby>を <ruby>辞<rt>や</span></rt></ruby>めます。,He's leaving the company.
傷める,いためる,damage; spoil,<ruby>彼<rt>かれ</span></rt></ruby>は <ruby>柔道<rt>じゅうどう</span></rt></ruby>で <ruby>腰<rt>こし</span></rt></ruby>を <ruby>傷<rt>いた</span></rt></ruby>めたんだ。,He hurt his lower back doing judo.
換える,かえる,exchange; convert,<ruby>車<rt>くるま</span></rt></ruby>のタイヤを <ruby>換<rt>か</span></rt></ruby>えた。,I changed the tires on the car.
破る,やぶる,tear; breach,<ruby>彼<rt>かれ</span></rt></ruby>は <ruby>約束<rt>やくそく</span></rt></ruby>を <ruby>破<rt>やぶ</span></rt></ruby>った。,He broke his promise.
破れる,やぶれる,tear; rip open,シャツが <ruby>破<rt>やぶ</span></rt></ruby>れている。,My shirt is ripped up.
壊す,こわす,break (something); destroy,<ruby>彼女<rt>かのじょ</span></rt></ruby>が <ruby>私<rt>わたし</span></rt></ruby>のケータイを <ruby>壊<rt>こわ</span></rt></ruby>した。,She destroyed my cell phone.
盗む,ぬすむ,steal; rob,<ruby>誰<rt>だれ</span></rt></ruby>かが <ruby>私<rt>わたし</span></rt></ruby>のカバンを <ruby>盗<rt>ぬす</span></rt></ruby>みました。,Someone stole my bag.
拾う,ひろう,pick up,<ruby>道<rt>みち</span></rt></ruby>で <ruby>財布<rt>さいふ</span></rt></ruby>を <ruby>拾<rt>ひろ</span></rt></ruby>った。,I picked up a wallet on the street.
泳ぐ,およぐ,swim,<ruby>彼女<rt>かのじょ</span></rt></ruby>はダイエットのために <ruby>泳<rt>およ</span></rt></ruby>いでいる。,She swims to lose weight.
沈む,しずむ,sink,ボートが <ruby>川<rt>かわ</span></rt></ruby>に <ruby>沈<rt>しず</span></rt></ruby>んだ。,The boat sank in the river.
冷える,ひえる,cool down; get chilled,クーラーで <ruby>体<rt>からだ</span></rt></ruby>が <ruby>冷<rt>ひ</span></rt></ruby>えた。,The air conditioner's given me the chills.
冷やす,ひやす,chill (something); cool down,<ruby>頭<rt>あたま</span></rt></ruby>を <ruby>冷<rt>ひ</span></rt></ruby>やしなさい。,Cool down.
凍る,こおる,freeze,<ruby>寒<rt>さむ</span></rt></ruby>い <ruby>朝<rt>あさ</span></rt></ruby>は <ruby>道路<rt>どうろ</span></rt></ruby>が <ruby>凍<rt>こお</span></rt></ruby>ります。,The roads freeze on cold mornings.
汚れる,よごれる,become dirty,エプロンをしないと <ruby>服<rt>ふく</span></rt></ruby>が <ruby>汚<rt>よご</span></rt></ruby>れます。,Your clothes will get dirty if you don't wear an apron.
汚す,よごす,make (something) dirty,<ruby>彼<rt>かれ</span></rt></ruby>は <ruby>服<rt>ふく</span></rt></ruby>を <ruby>汚<rt>よご</span></rt></ruby>した。,He got his clothes dirty.
光る,ひかる,shine; emit light; sparkle,<ruby>波<rt>なみ</span></rt></ruby>がきらきら <ruby>光<rt>ひか</span></rt></ruby>っていました。,The waves sparkled brilliantly.
太る,ふとる,grow fat; gain weight,<ruby>私<rt>わたし</span></rt></ruby>の <ruby>姉<rt>あね</span></rt></ruby>はすぐ <ruby>太<rt>ふと</span></rt></ruby>ります。,My big sister puts on weight easily.
震える,ふるえる,tremble; shake,<ruby>彼<rt>かれ</span></rt></ruby>は <ruby>寒<rt>さむ</span></rt></ruby>くて <ruby>震<rt>ふる</span></rt></ruby>えていました。,He was shivering with cold.
振り向く,ふりむく,turn around; look back,<ruby>彼女<rt>かのじょ</span></rt></ruby>は <ruby>振<rt>ふ</span></rt></ruby>り <ruby>向<rt>む</span></rt></ruby>いて <ruby>俺<rt>おれ</span></rt></ruby>にほほ <ruby>笑<rt>え</span></rt></ruby>んだんだ。,She turned around and smiled at me.
揺れる,ゆれる,shake; sway,<ruby>風<rt>かぜ</span></rt></ruby>で <ruby>木<rt>き</span></rt></ruby>が <ruby>揺<rt>ゆ</span></rt></ruby>れています。,The trees are swaying in the wind.
寄る,よる,stop by; stop off,<ruby>帰<rt>かえ</span></rt></ruby>りに <ruby>叔母<rt>おば</span></rt></ruby>の <ruby>家<rt>いえ</span></rt></ruby>に <ruby>寄<rt>よ</span></rt></ruby>ります。,I'll drop in at my aunt's house on the way home.
